candidate,csp_pnl,csp_entries,start,end,trading_days,total_return,cagr,annual_volatility,sharpe_excess_bil,sortino_excess_bil,max_drawdown,daily_var_95,daily_cvar_95,worst_1d,worst_5d,worst_20d,worst_63d,average_asset_weight,average_cash_weight,annual_turnover,transaction_cost_total,drawdown_peak_date,drawdown_trough_date,recovery_date,recovery_trading_days,recovered
panic_csp_0_0,21728.27155173126,18,2016-07-25,2026-07-24,2514,1.9181453605714913,0.11308876932348966,0.09713941945903586,0.9155862986330794,1.3357517003170283,-0.16461106221771038,-0.009434808792460902,-0.014754987658403948,-0.03963906914773607,-0.05904577147061074,-0.07989752026050068,-0.12688737970201702,0.41129131538394864,0.5887086846160514,1.0424281018898933,0.005210000000000001,2021-12-27,2022-06-16,2023-06-14,368,True
panic_csp_0.1_0.25,21826.897974423577,21,2016-07-25,2026-07-24,2514,1.9186452948934125,0.11310784503505067,0.09714241714041855,0.91573784752848,1.3359692649552186,-0.16461161088191145,-0.009434614738840913,-0.014755503126083343,-0.03963906914773607,-0.05904577147061063,-0.07989804155160307,-0.126887876886847,0.41129068774521693,0.5887093122547831,1.0424281018898933,0.005210000000000001,2021-12-27,2022-06-16,2023-06-14,368,True
panic_csp_0.15_0.35,21925.5243971159,21,2016-07-25,2026-07-24,2514,1.9191452292153124,0.11312691780624351,0.09714543614985063,0.9158891771289249,1.3361865055615676,-0.1646121593582902,-0.009434420751788037,-0.014756018569203729,-0.03963906914773607,-0.05904577147061063,-0.07989856266434792,-0.12688837390156338,0.4112900603245576,0.5887099396754424,1.0424281018898933,0.005210000000000001,2021-12-27,2022-06-16,2023-06-14,368,True
panic_csp_0.25_0.5,22024.15081980822,21,2016-07-25,2026-07-24,2514,1.9196451635372251,0.11314598763802608,0.09714847647741577,0.9160402874503913,1.336403422186565,-0.1646127076469418,-0.009434226831267717,-0.014756533987775402,-0.03963906914773596,-0.05904577147061063,-0.07989908359882625,-0.1268888707462542,0.411289433121857,0.5887105668781429,1.0424281018898933,0.005210000000000001,2021-12-27,2022-06-16,2023-06-14,368,True
