date,P_base,P,P_coverage,S_base,S,S_coverage,G_base,G,G_coverage,E_base,E,E_coverage,R,R_coverage,R_put,R_put_coverage,R_call,R_call_coverage,I,I_need,I_affordability,breadth_stress,breadth_recovery,liquidity_stress,liquidity_relief,tail_stress
2025-12-05,8.347883597883618,7.107751022120913,1.0,75.57579365079366,74.31661930624578,1.0,63.313492063492106,62.39900793650797,1.0,26.933201058201025,23.75572089947087,1.0,35.030487804878064,0.82,42.08119475335046,0.835,27.71702159124521,0.8049999999999999,20.361656668805242,7.842607142857142,57.91880524664954,3.4682539682539875,81.85185185185183,7.357933501632258,53.56996290372766,0.16402116402114472
2025-12-08,7.989417989418008,7.01226662285581,1.0,72.82116402116402,71.74364891912452,1.0,63.41534391534396,62.88604497354502,1.0,31.396164021163987,28.197189153439126,1.0,42.19608981804105,0.82,50.05025662959796,0.835,34.04922113773048,0.8049999999999999,18.798345564822732,8.414546296296297,49.94974337040204,4.119047619047638,76.69576719576717,6.824385805277527,56.23410823886431,2.387566137566118
2025-12-09,7.112433862433882,6.352608010649427,1.0,70.84034391534392,69.72389603765882,1.0,62.607804232804284,61.865509259259305,1.0,31.40476190476187,29.24834656084653,1.0,44.804974835462666,0.82,52.21857871558473,0.835,37.11508758092611,0.8049999999999999,18.289637067135565,8.45904232804233,47.78142128441527,2.579365079365099,72.82142857142856,6.821715027129041,56.70423815436592,6.096560846560827
2025-12-10,6.623015873015892,6.373463670677062,1.0,69.82843915343915,67.92687299612524,1.0,61.51256613756618,60.550429894179935,1.0,30.8630952380952,30.47278439153436,1.0,43.71564072783587,0.82,49.30373380223681,0.835,37.91929573761874,0.8049999999999999,19.049642938329683,8.500768518518518,50.69626619776319,2.85978835978838,66.5238095238095,7.940324537458298,55.769722024744475,10.287037037037017
2025-12-11,5.523809523809543,5.267473797728591,1.0,71.52063492063492,69.43828856076512,1.0,61.256613756613795,59.670767195767226,1.0,29.401455026454993,28.94712301587299,1.0,37.4457994579946,0.82,43.80714760954284,0.835,30.84738243123338,0.8049999999999999,20.233700200788892,8.247316137566136,56.19285239045716,1.2486772486772688,69.22222222222221,6.788494591042363,54.144790369556006,10.693121693121673
2025-12-12,7.011375661375681,6.2130315438277375,1.0,66.00939153439153,66.16457485698427,1.0,57.48611111111114,56.06795634920637,1.0,37.26124338624335,33.547255291005264,1.0,39.68012001548589,0.82,49.1295187402972,0.835,29.878569785402103,0.8049999999999999,19.100950672068556,8.511107142857142,50.8704812597028,1.145502645502665,75.3796296296296,5.91708792504971,53.50586761746184,10.830687830687813
2025-12-15,7.934391534391554,6.424291948909795,1.0,59.374735449735454,63.15903386719035,1.0,51.11375661375666,50.227645502645544,1.0,47.521164021163976,38.85383597883594,1.0,43.232675183894706,0.82,54.651451066121744,0.835,31.388354858851763,0.8049999999999999,17.847641201723533,8.680671957671956,45.348548933878256,0.0,86.24074074074072,4.016993563171908,56.9187116877765,9.370370370370354
2025-12-16,9.339153439153458,7.224289421359497,1.0,55.65740740740741,61.39467491787127,1.0,46.21494708994714,45.999107142857184,1.0,54.41798941798938,42.874074074074045,1.0,45.20083236546654,0.82,55.37844945030576,0.835,34.643925202931435,0.8049999999999999,18.754642319710484,10.132339576382565,44.62155054969424,0.0,91.13756613756611,3.3794021501027878,59.80984441680793,6.978835978835961
2025-12-17,12.545502645502665,9.30327115559601,1.0,53.71626984126984,60.40317935946497,1.0,41.92460317460322,42.47665343915348,1.0,58.79894179894176,45.690476190476154,1.0,49.36024003097175,0.82,58.072268162088534,0.835,40.32354004403696,0.8049999999999999,20.438708443503746,13.275700645367838,41.927731837911466,0.0,92.82804232804233,2.8835052067536147,61.917706293062444,4.661375661375643
2025-12-18,15.311111111111131,11.02813999241764,1.0,54.68849206349207,60.76076254294319,1.0,41.34854497354502,42.245469576719614,1.0,59.98875661375657,47.130191798941766,1.0,43.76258226867985,0.82,53.380778126287126,0.835,33.785944329422605,0.8049999999999999,24.912000373961334,17.676259874044156,46.619221873712874,0.0,89.59656084656085,2.2200242628006337,63.04909368340012,1.767195767195748
2025-12-19,13.764285714285734,10.229100798537687,1.0,55.289021164021165,59.376510310332684,1.0,43.77711640211644,44.52589285714289,1.0,59.821428571428534,49.856283068783036,1.0,36.71215640727837,0.82,46.907336121407994,0.835,26.137032107529016,0.8049999999999999,24.94986292881574,15.56892927889032,53.092663878592006,2.6190476190476377,76.19444444444443,1.2478862922550198,64.80577770650147,1.52910052910051
2025-12-22,7.664021164021185,6.217903582213083,1.0,61.536375661375665,62.112811606016905,1.0,52.253306878306915,52.15684523809527,1.0,54.15343915343911,48.46322751322748,1.0,31.799748354626416,0.82,43.401926306117936,0.835,19.76519110059484,0.8049999999999999,21.640619613946704,9.98813492063492,56.598073693882064,4.941798941798961,62.324074074074055,1.1181892612841036,66.11918748874042,0.0
2025-12-23,2.8431216931217134,3.389391534391551,1.0,64.60912698412699,62.82978711569894,1.0,58.43055555555559,57.69427910052913,1.0,49.25793650793647,47.196891534391504,1.0,31.287746806039504,0.82,43.107831955137364,0.835,19.027161589273405,0.8049999999999999,21.932418995342644,10.27916931216931,56.892168044862636,8.269841269841288,51.158730158730144,1.5873015873015877,66.99132353794174,0.0
2025-12-24,2.4521164021164226,3.6572222222222392,1.0,64.24603174603176,61.92944103096191,1.0,61.07976190476194,60.12811507936511,1.0,43.78373015873012,44.044675925925894,1.0,31.75280681378244,0.82,43.666278554003114,0.835,19.395354760261608,0.8049999999999999,21.65513809959446,10.095610317460316,56.333721445996886,11.095238095238114,46.67857142857141,2.7645502645502646,67.43131507152377,0.0
2025-12-26,2.7103174603174813,4.089417989418007,1.0,64.09060846560847,61.83998882661432,1.0,61.10462962962966,60.0746494708995,1.0,39.81150793650789,41.12688492063488,1.0,32.04026325977547,0.82,40.4205477933023,0.835,23.34766998586876,0.8049999999999999,22.200761662785535,9.741198148148147,59.5794522066977,12.367724867724887,46.70370370370369,3.3703703703703716,67.66476921852409,0.0
2025-12-29,2.8425925925926143,3.8162698412698584,1.0,60.98809523809524,60.012221019589724,1.0,59.421428571428606,58.645251322751356,1.0,39.783730158730116,40.163458994708954,1.0,34.27748741773134,0.82,41.93779108449769,0.835,26.331706595681762,0.8049999999999999,21.648978617764463,9.511235185185184,58.06220891550231,9.365079365079383,51.29761904761903,3.547619047619048,65.7650673387544,1.3386243386243193
2025-12-30,4.932804232804254,5.076772486772504,1.0,56.702380952380956,57.23965709118853,1.0,56.61812169312173,55.996567460317486,1.0,43.427248677248635,42.200066137566104,1.0,36.84185056136277,0.82,42.850608307195145,0.835,30.609163955437264,0.8049999999999999,21.445147923201212,9.543733333333332,57.149391692804855,6.994708994709014,55.43783068783066,3.3597883597883595,63.97196773728222,4.7724867724867535
2025-12-31,8.283333333333355,7.044100529100545,1.0,48.72156084656084,51.75082520389253,1.0,52.23082010582015,52.18561507936512,1.0,48.65013227513223,45.3709325396825,1.0,41.87088656600854,0.82,47.85060830719515,0.835,35.66831805185844,0.8049999999999999,24.363416375582162,15.101424603174602,52.14939169280485,3.4391534391534564,59.679894179894156,2.6825396825396823,62.57670441987775,9.232804232804213
2026-01-02,11.965079365079385,10.064973544973558,1.0,44.62367724867726,47.691090202543485,1.0,49.222222222222264,50.19074074074077,1.0,51.95701058201055,49.24421296296293,1.0,41.7779713511421,0.82,42.82862845737099,0.835,40.68815932169971,0.8049999999999999,28.944986734863598,19.536191798941793,57.17137154262901,6.148148148148164,52.927248677248656,2.087301587301588,62.84244964448241,11.16931216931215
2026-01-05,13.273544973544995,11.11169137592997,1.0,45.43121693121694,48.10414685369025,1.0,47.54232804232808,49.2453703703704,1.0,51.46164021164017,48.807076719576685,1.0,44.014227642276445,0.82,45.271203624497055,0.835,42.71040783463146,0.8049999999999999,28.929615780685822,20.32988891574678,54.728796375502945,6.03439153439155,52.818783068783056,3.333051325437113,61.079166949600925,11.634920634920617
2026-01-06,10.993121693121715,9.480247431986026,1.0,52.93253968253969,54.59325961858613,1.0,48.750000000000036,50.16025132275135,1.0,44.59589947089943,42.089517195767165,1.0,43.587882307394516,0.82,47.629542502297,0.835,39.395601235663364,0.8049999999999999,26.262260790965566,17.55952855538642,52.370457497703,5.99470899470901,59.637566137566125,4.226283843669631,59.48219936046447,9.264550264550246
2026-01-07,8.439682539682561,7.305813025283491,1.0,57.67592592592593,60.143946747619296,1.0,50.082671957672,50.43005952380956,1.0,37.989417989417944,34.304497354497315,1.0,44.330236159504466,0.82,46.54100529100531,0.835,42.037078116270685,0.8049999999999999,21.985627616406866,11.494505252210924,53.45899470899469,2.960317460317477,73.44444444444443,5.018712263416769,58.70335636508179,9.042328042328025
2026-01-08,5.5674603174603385,4.519079160977716,1.0,60.1223544973545,62.80118734645959,1.0,48.523809523809554,49.00952380952384,1.0,34.99603174603171,31.050727513227482,1.0,44.73770809136664,0.82,49.32658492538734,0.835,39.97781721384208,0.8049999999999999,18.40349067341507,7.646849206349206,50.67341507461266,0.16666666666668492,77.4232804232804,3.397140816126201,60.95929409951657,5.142857142857125
2026-01-09,3.825396825396847,3.1768458562444115,1.0,62.257936507936506,62.96806976124337,1.0,48.83928571428575,50.050958994709035,1.0,30.868386243386198,30.069543650793612,1.0,41.678765001935744,0.82,45.75749295060673,0.835,37.448034769463355,0.8049999999999999,19.269943230602284,7.612421957671955,54.24250704939327,0.6825396825397,66.48544973544972,2.4404162344016194,63.01799919973535,3.052910052910034
2026-01-12,1.9325396825397034,2.89561888728557,1.0,64.49537037037037,62.19495173272224,1.0,50.13293650793654,52.341567460317485,1.0,27.43981481481477,30.971660052910018,1.0,43.25542005420055,0.82,49.72903399550108,0.835,36.54055341943542,0.8049999999999999,18.49568495350568,7.903924603174602,50.27096600449892,8.206349206349225,49.01587301587299,2.317299983966651,64.7104300256352,1.6031746031745857
2026-01-13,1.976190476190497,6.292195767195782,1.0,62.61838624338625,58.03922247977182,1.0,52.909391534391574,55.55790343915347,1.0,28.10052910052906,35.47751322751319,1.0,46.479868370112285,0.82,54.013639387890905,0.835,38.665335699497206,0.8049999999999999,18.02304054985267,8.701933862433862,45.986360612109095,27.600529100529116,30.7685185185185,3.2380952380952386,64.60155019454358,8.899470899470883
2026-01-14,4.000529100529121,11.670211640211656,1.0,54.68783068783069,49.97795908720378,1.0,50.462962962963,54.10992063492067,1.0,36.49735449735446,45.20185185185181,1.0,51.25000000000001,0.82,58.90393815543517,0.835,43.3108219133064,0.8049999999999999,22.498725807697298,16.29961379540812,41.09606184456483,50.407407407407426,16.0185185185185,4.0317460317460325,65.59308293552978,18.111111111111097
2026-01-15,4.540211640211661,14.49693121693123,1.0,53.82208994708995,48.169495015533606,1.0,48.22023809523813,52.651752645502675,1.0,40.314814814814774,50.03637566137563,1.0,51.533101045296185,0.82,58.49582580870008,0.835,44.31089585592693,0.8049999999999999,29.263506079026648,25.183283374935563,41.50417419129992,65.33333333333334,7.456349206349188,3.3915343915343925,66.84475174263764,23.592592592592577
2026-01-16,5.579894179894201,15.841640211640229,1.0,53.820767195767196,48.45083440757347,1.0,47.41732804232809,52.232242063492095,1.0,43.19510582010577,52.22304894179891,1.0,52.77729384436702,0.82,60.79068054367457,0.835,44.465271615892746,0.8049999999999999,31.884232442473078,29.442536771188962,39.20931945632543,69.33333333333336,7.269841269841251,3.1693121693121697,69.94782820271881,24.375661375661355
2026-01-20,12.152380952380973,20.200052910052925,1.0,51.79298941798942,47.85535174338836,1.0,42.125661375661416,46.87374338624342,1.0,48.37830687830683,55.78531746031743,1.0,68.1562137049942,0.82,76.21752526692647,0.835,59.794480594170054,0.8049999999999999,33.43375973665944,36.65085473785475,23.782474733073528,63.37566137566139,11.937830687830669,2.9656084656084656,72.19935076721696,37.809523809523796
2026-01-21,14.043386243386264,19.52064814814816,1.0,51.10218253968254,49.306035814886584,1.0,38.37764550264554,43.42410714285717,1.0,52.600198412698376,55.97323082010579,1.0,61.48035230352305,0.82,63.23020625415836,0.835,59.665286404416854,0.8049999999999999,31.71749456741279,30.03339484126984,36.76979374584164,50.259259259259274,25.251322751322732,4.2989417989418,71.91700497426267,34.42989417989417
2026-01-22,11.878042328042348,15.645912698412713,1.0,54.66964285714286,54.368352289498674,1.0,36.16732804232808,41.493220899470934,1.0,50.39318783068779,50.43569775132272,1.0,56.24032133178477,0.82,55.67000918797328,0.835,56.83188734430972,0.8049999999999999,22.583967445070172,15.335292989417988,44.32999081202672,37.15873015873017,41.73148148148147,4.399470899470901,71.063979244193,26.350529100529087
2026-01-23,3.49947089947092,7.4155687830687995,1.0,62.37136243386244,62.196985413980116,1.0,41.51719576719581,46.66256613756617,1.0,43.39186507936503,41.14952050264546,1.0,55.42440960123888,0.82,57.377863320977106,0.835,53.398156363994886,0.8049999999999999,17.158744983247786,8.670947751322748,42.622136679022894,27.391534391534407,56.23677248677247,5.346560846560848,69.8294771556742,6.451058201058184
2026-01-26,1.1931216931217143,4.472222222222237,1.0,63.205026455026456,64.13815835350408,1.0,44.49537037037041,48.8750330687831,1.0,39.433862433862394,36.259788359788324,1.0,55.10065814943865,0.82,59.56420492348637,0.835,50.47076801735188,0.8049999999999999,16.304831705636342,8.261177248677248,40.43579507651363,20.153439153439166,65.07010582010581,4.095238095238096,69.73872639218374,4.089947089947071
2026-01-27,1.0171957671957885,3.797751322751339,1.0,63.915343915343925,64.5385916387445,1.0,46.44312169312173,50.218452380952414,1.0,34.76455026455022,33.14404761904759,1.0,55.07404181184672,0.82,59.055302094224274,0.835,50.944411581057565,0.8049999999999999,16.23224590501536,7.994761904761905,40.944697905775726,16.75661375661377,63.94576719576717,2.671957671957672,70.10218622871487,6.100529100529081
2026-01-28,0.4060846560846774,4.13928571428573,1.0,64.75859788359789,63.38790289235631,1.0,48.97420634920639,52.664847883597915,1.0,30.479497354497312,32.53105158730155,1.0,53.73548199767713,0.82,56.44777904508445,0.835,50.92210555719873,0.8049999999999999,16.9757407546019,8.11691402116402,43.55222095491555,23.50264550264552,51.32936507936506,0.7883597883597884,71.19549717753132,5.015873015872995
2026-01-29,1.6746031746031962,7.544708994709011,1.0,63.00330687830689,59.079888440498806,1.0,49.0337301587302,53.112003968254,1.0,31.984788359788315,38.28568121693118,1.0,55.450058072009305,0.82,57.09838259987963,0.835,53.74030530086433,0.8049999999999999,17.35783589764914,8.843242063492061,42.90161740012037,39.391534391534414,30.152116402116388,0.0,73.04590821451181,9.275132275132256
2026-01-30,4.671957671957693,12.022336252508683,1.0,52.9298941798942,48.97382264645481,1.0,45.03439153439157,49.73822751322754,1.0,40.60185185185181,48.50059523809521,1.0,59.141502129307014,0.82,60.49112093273771,0.835,57.741586972953435,0.8049999999999999,22.409180392157666,16.709280833789457,39.50887906726229,52.81216931216934,13.816137566137549,0.2167487684729065,72.03981376613531,16.169312169312153
2026-02-02,6.035714285714306,14.275798391462624,1.0,49.828042328042336,45.37532028435221,1.0,42.590608465608504,47.97635582010585,1.0,45.68518518518514,53.769920634920595,1.0,56.71602787456447,0.82,59.99718816335583,0.835,53.312588320352305,0.8049999999999999,28.747600355905682,24.99586319565952,40.00281183664417,61.19735449735452,6.595370370370351,1.08232253896471,70.14982982764901,15.259259259259244
2026-02-03,9.335185185185205,18.224166622915963,1.0,44.45833333333334,40.510621472400615,1.0,38.484126984127016,45.05685185185188,1.0,51.30158730158726,58.6465079365079,1.0,62.30207123499808,0.82,63.63685327757186,0.835,60.91754576226627,0.8049999999999999,33.30210071868906,32.281752050776035,36.36314672242814,71.46878306878308,3.269973544973526,1.8482799857732208,66.76375440654584,15.687830687830669
2026-02-04,15.560052910052931,23.808098655499105,1.0,43.44609788359789,39.19612588818267,1.0,34.400992063492104,41.804414682539715,1.0,55.541335978835946,62.2365046296296,1.0,66.61972512582271,0.82,67.13865918955742,0.835,66.0814519044333,0.8049999999999999,42.02239254862515,45.07607646135267,32.861340810442584,77.16084656084657,2.022619047619029,3.796330470334862,63.081596183413986,19.246031746031726
2026-02-05,28.03412698412701,34.68459279885871,1.0,36.0154761904762,32.95083545375658,1.0,25.02552910052914,32.937890211640244,1.0,63.86970899470896,69.87820767195764,1.0,74.58962446767326,0.82,69.63798593289613,0.835,79.72579611554768,0.8049999999999999,52.12262136888061,59.37615713613952,30.36201406710387,82.13174603174605,1.0,5.650160792819745,57.89228310899432,43.518518518518505
2026-02-06,28.527513227513253,34.94407867328561,1.0,40.76382275132276,36.377554890871835,1.0,23.384854497354535,31.671517857142888,1.0,62.622685185185155,68.38632605820102,1.0,64.17779713511423,0.82,62.03909641035391,0.835,66.3962009924743,0.8049999999999999,54.05536007028345,59.42017889716257,37.96090358964609,79.84973544973548,2.6322751322751134,10.26195075401995,54.098465575384985,39.42328042328041
2026-02-09,23.866666666666692,31.393661841721453,1.0,47.91428571428572,41.876590278098575,1.0,25.655820105820144,34.31350529100532,1.0,58.58201058201055,64.4035714285714,1.0,60.50087108013939,0.82,62.56510787947916,0.835,58.35970620132112,0.8049999999999999,47.153009134317,50.392381472249056,37.43489212052084,80.53597883597885,4.328042328042309,12.263073443669397,52.91669643177939,27.60582010582009
2026-02-10,13.693386243386266,22.347457363159716,1.0,56.492394179894184,49.88659923337868,1.0,29.63313492063496,38.91118055555559,1.0,53.67427248677245,57.43030753968251,1.0,56.42663569492839,0.82,59.14658777682732,0.835,53.605318939169884,0.8049999999999999,24.55619492843439,19.123789163521625,40.85341222317268,74.84656084656086,14.170634920634901,13.11293341995678,53.91708360362804,4.476190476190456
2026-02-11,10.183597883597908,19.596818832528232,1.0,59.9298941798942,52.92741522708796,1.0,29.963161375661414,39.16471891534395,1.0,49.849867724867686,54.0318452380952,1.0,54.352497096399546,0.82,55.959469948990915,0.835,52.68563705675508,0.8049999999999999,18.222881719101476,9.61699894179894,44.040530051009085,73.24338624338625,16.838624338624317,12.209458166551997,54.54200941373667,5.216931216931196
2026-02-12,13.512698412698436,22.169694251422474,1.0,58.98544973544975,52.72276372316321,1.0,26.147883597883638,35.29078042328046,1.0,49.75925925925922,53.76838624338621,1.0,65.46747967479676,0.82,65.4980515160156,0.835,65.43576851030268,0.8049999999999999,17.61617706900626,11.987586597346876,34.50194848398441,70.67195767195768,20.70899470899469,12.10805362533572,53.77327215226703,17.984126984126963
2026-02-13,20.391534391534417,27.561345959883557,1.0,55.96296296296297,50.05100320299658,1.0,23.849140211640247,32.25629298941802,1.0,48.365740740740705,53.76517857142854,1.0,66.26645373596595,0.82,63.535547951715635,0.835,69.09913240658585,0.8049999999999999,22.979118500255574,18.484007317579312,36.464452048284365,67.49735449735451,19.89947089947088,14.448115683491478,50.93860345853724,34.35714285714283
2026-02-17,29.974338624338646,34.489039157827264,1.0,50.09523809523811,46.63966155675116,1.0,20.996626984127023,29.03853505291009,1.0,52.64748677248673,56.071726190476156,1.0,69.28329461866049,0.82,67.10792700313661,0.835,71.5397318347629,0.8049999999999999,32.0775594006154,31.80605486853274,32.89207299686339,62.15343915343916,27.462962962962944,17.63483602271692,49.48788540878136,48.41005291005289
