date,strategy_name,asset,group_id,strategy_type,action,option_type,side,strike,expiry,contracts,spot,mid,bid,ask,execution_price,iv,delta,cash_flow,pnl,execution_drag,reason
2021-01-06,v0_4_full_enriched_scores,QQQ,27,covered_call,CLOSE,call,-1,344.0,2021-02-19,2,307.54,2.1680085665348017,2.1138083523714317,2.2222087806981716,2.2222087806981716,0.2901626222369071,0.14280004353638795,-444.4417561396343,-12.140042832673991,12.140042832673991,CALL_STATE_EXIT
2021-01-06,v0_4_full_enriched_scores,QQQ,28,cash_secured_put,OPEN,put,-1,280.0,2021-02-19,6,307.54,4.270823559669871,4.164052970678124,4.377594148661618,4.164052970678124,0.3412762920254922,-0.19859426169352049,2498.431782406875,-67.96235339504818,67.96235339504818,CONDITIONAL_ENTRY_CSP
2021-01-20,v0_4_full_enriched_scores,QQQ,28,cash_secured_put,CLOSE,put,-1,280.0,2021-02-19,6,323.77,0.6956585666850295,0.6782671025179037,0.7130500308521552,0.7130500308521552,0.32222552274762944,-0.05318876926487473,-427.83001851129313,-14.334878500275469,14.334878500275469,CSP_PROFIT_TARGET
2021-01-28,v0_4_full_enriched_scores,QQQ,29,cash_secured_put,OPEN,put,-1,287.0,2021-03-19,6,321.32,5.538000846596368,5.399550825431459,5.676450867761278,5.399550825431459,0.3922262509251996,-0.19853655383965332,3239.730495258875,-86.97001269894574,86.97001269894574,CONDITIONAL_ENTRY_CSP
2021-01-28,v0_4_full_enriched_scores,QQQ,30,covered_call,OPEN,call,-1,358.0,2021-03-19,2,321.32,4.111460124794924,4.008673621675051,4.214246627914797,4.008673621675051,0.32648626953354143,0.20048815105346293,801.7347243350102,-21.857300623974584,21.857300623974584,GREED_EXHAUSTION_COVERED_CALL
2021-01-29,v0_4_full_enriched_scores,QQQ,30,covered_call,CLOSE,call,-1,358.0,2021-03-19,2,314.56,3.1819917682028276,3.102441973997757,3.2615415624078983,3.2615415624078983,0.3394360967549836,0.1626484588290195,-652.3083124815796,-17.20995884101414,17.20995884101414,CALL_STATE_EXIT
2021-02-01,v0_4_full_enriched_scores,QQQ,31,insurance,OPEN,put,1,282.0,2021-04-16,3,322.42,6.903800941073612,6.731205917546772,7.076395964600453,7.076395964600453,0.3915940276925482,-0.19958140877516992,-2122.918789380136,-53.728507058052095,53.728507058052095,INSURANCE_MODEL_ENTRY_PROTECTIVE_PUT
2021-02-09,v0_4_full_enriched_scores,QQQ,29,cash_secured_put,CLOSE,put,-1,287.0,2021-03-19,6,333.51,1.2905752688969727,1.2583108871745483,1.3228396506193971,1.3228396506193971,0.33662003733883766,-0.07594642000839077,-793.7037903716382,-23.258629033454646,23.258629033454646,CSP_PROFIT_TARGET
2021-04-06,v0_4_full_enriched_scores,QQQ,31,insurance,CLOSE,put,1,282.0,2021-04-16,3,330.82,0.0018231669074456613,0.0,0.011823166907445662,0.0,0.2914162686657397,-0.0004319728306360644,0.0,-2.4969500722336986,2.4969500722336986,INSURANCE_DTE_ROLL
2021-04-21,v0_4_full_enriched_scores,QQQ,32,covered_call,OPEN,call,-1,355.0,2021-05-21,2,339.29,3.155112012220343,3.0762342119148345,3.2339898125258513,3.0762342119148345,0.2250301258510419,0.24954253582465963,615.2468423829669,-17.07556006110168,17.07556006110168,GREED_EXHAUSTION_COVERED_CALL
2021-04-22,v0_4_full_enriched_scores,QQQ,32,covered_call,CLOSE,call,-1,355.0,2021-05-21,2,335.2,2.43187862932254,2.3710816635894765,2.4926755950556037,2.4926755950556037,0.2357470167064439,0.20138615372101218,-498.53511901112074,-13.459393146612719,13.459393146612719,CALL_STATE_EXIT
2021-05-04,v0_4_full_enriched_scores,QQQ,33,covered_call,OPEN,call,-1,358.0,2021-06-18,2,330.14,3.359162432194104,3.2751833713892515,3.4431414929989566,3.2751833713892515,0.2654215561426967,0.20334102090298178,655.0366742778504,-18.095812160970503,18.095812160970503,GREED_EXHAUSTION_COVERED_CALL
2021-05-05,v0_4_full_enriched_scores,QQQ,33,covered_call,CLOSE,call,-1,358.0,2021-06-18,2,329.03,3.0035324332695694,2.9284441224378304,3.0786207441013085,3.0786207441013085,0.26408678882715964,0.1889640839493783,-615.7241488202617,-16.317662166347812,16.317662166347812,CALL_STATE_EXIT
2021-05-12,v0_4_full_enriched_scores,QQQ,34,cash_secured_put,OPEN,put,-1,290.0,2021-06-18,6,316.89,4.26466774814471,4.158051054441092,4.371284441848328,4.158051054441092,0.35503904454735546,-0.20144832850123623,2494.8306326646552,-67.87001622217076,67.87001622217076,CONDITIONAL_ENTRY_CSP
