panic_trigger,stabilization_1,total_return,cagr,sharpe_excess_bil,max_drawdown,average_asset_weight
45.0,30.0,1.7453561353118725,0.10631267647407538,0.7232362780785159,-0.2437111188752572,0.44613518886679926
45.0,35.0,1.6768791175346505,0.10352060043395395,0.7159326120064962,-0.2512430174802983,0.44068091451292246
45.0,40.0,1.5978671455597908,0.10021795501077624,0.7041144218219203,-0.2777949123429202,0.43414910536779333
50.0,30.0,1.7229618098678725,0.1054065370762236,0.7224297886282641,-0.2439445994198579,0.43996421471172964
50.0,35.0,1.6521664667622553,0.10249716517249641,0.7143186656697106,-0.2484773310744035,0.4347465208747514
50.0,40.0,1.5430318867861814,0.09787231670608332,0.6898905475802796,-0.27779491234291964,0.42864214711729626
55.0,30.0,1.7079157681711123,0.10479395623329335,0.7191806358666134,-0.2427496586376695,0.43853876739562625
55.0,35.0,1.6380540621006827,0.1019088659876346,0.710709183407986,-0.2484773310744035,0.4334403578528827
55.0,40.0,1.5295001965610853,0.09728648536845808,0.6861833857169718,-0.27779491234291964,0.42733598409542745
