generated_at_et,score_signal_date,state,P,S,G,E,R_put_proxy,R_call_proxy,I,breadth_as_of,percent_above_ma20,percent_above_ma50,percent_above_ma200,advance_decline_net,option_as_of,option_30d_atm_iv,option_30d_put_skew,option_term_slope,option_relative_spread,N,N_status
2026-07-28 11:32:54.908314-04:00,2026-07-27,RANGE_CARRY,23.362309917847284,44.48469509892834,28.6454100529101,57.81507936507933,70.62117827836391,64.76137073186764,17.635720436200444,2026-07-27,44.66019417475729,46.53465346534654,62.37623762376238,29,2026-07-28,0.2633257920481264,3.2917949594557347,-0.7978849299252022,0.037121789982201905,,SHADOW_NO_DATA
