date,strategy_name,asset,group_id,strategy_type,action,option_type,side,strike,expiry,contracts,spot,mid,bid,ask,execution_price,iv,delta,cash_flow,pnl,execution_drag,reason,assigned_shares,assigned_basis
2017-08-17,QQQ_PS_Insurance,QQQ,3,insurance,CLOSE,put,1.0,138.0,2017-10-20,6,141.33,2.5222965229789125,2.4592391099044395,2.5853539360533855,2.4592391099044395,0.1706692556159855,-0.35444561009259856,1475.5434659426637,-41.73444784468379,41.73444784468379,INSURANCE_RECOVERY_EXIT,,
2017-08-17,QQQ_PS_Insurance,QQQ,3,insurance,CLOSE,put,-1.0,132.0,2017-10-20,6,141.33,1.0335346793841858,1.007696312399581,1.0593730463687905,1.0593730463687905,0.18116659578713784,-0.1732031111399024,-635.6238278212743,-19.403020190762838,19.403020190762838,INSURANCE_RECOVERY_EXIT,,
2018-06-01,QQQ_PS_Insurance,QQQ,4,insurance,OPEN,put,1.0,165.0,2018-08-17,5,172.74,2.0625103166505028,2.01094755873424,2.1140730745667655,2.1140730745667655,0.16658536128874252,-0.2510923477576164,-1057.0365372833828,-29.031378958131373,29.031378958131373,RISK_WARNING_INSURANCE_ENTRY,,
2018-06-01,QQQ_PS_Insurance,QQQ,4,insurance,OPEN,put,-1.0,156.0,2018-08-17,5,172.74,0.6496300855143389,0.6333893333764804,0.6658708376521973,0.6333893333764804,0.17878445202591645,-0.09451504107604387,316.6946666882402,-11.370376068929236,11.370376068929236,RISK_WARNING_INSURANCE_ENTRY,,
2018-06-04,QQQ_PS_Insurance,QQQ,4,insurance,CLOSE,put,1.0,165.0,2018-08-17,5,174.3,1.706753833228234,1.664084987397528,1.7494226790589398,1.664084987397528,0.17007400280317386,-0.2157976934605745,832.042493698764,-24.584422915352924,24.584422915352924,INSURANCE_RECOVERY_EXIT,,
2018-06-04,QQQ_PS_Insurance,QQQ,4,insurance,CLOSE,put,-1.0,156.0,2018-08-17,5,174.3,0.5162275294333156,0.5033218411974827,0.5291332176691486,0.5291332176691486,0.18227054483686758,-0.07746299652480237,-264.56660883457425,-9.702844117916467,9.702844117916467,INSURANCE_RECOVERY_EXIT,,
2018-07-31,QQQ_PS_Insurance,QQQ,5,insurance,OPEN,put,1.0,167.0,2018-10-19,5,176.45,2.3580660236827384,2.29911437309067,2.417017674274807,2.417017674274807,0.18990465331488926,-0.24293080413084658,-1208.5088371374036,-32.725825296034316,32.725825296034316,RISK_WARNING_INSURANCE_ENTRY,,
2018-07-31,QQQ_PS_Insurance,QQQ,5,insurance,OPEN,put,-1.0,157.0,2018-10-19,5,176.45,0.808506713594177,0.7882940457543226,0.8287193814340315,0.7882940457543226,0.20484797029704446,-0.0974152160470191,394.1470228771613,-13.356333919927213,13.356333919927213,RISK_WARNING_INSURANCE_ENTRY,,
2018-08-06,QQQ_PS_Insurance,QQQ,5,insurance,CLOSE,put,1.0,167.0,2018-10-19,5,181.14,1.1046926585541463,1.0770753420902928,1.132309975018,1.0770753420902928,0.18056278038022414,-0.14153673189248353,538.5376710451463,-17.058658231926785,17.058658231926785,INSURANCE_RECOVERY_EXIT,,
2018-08-06,QQQ_PS_Insurance,QQQ,5,insurance,CLOSE,put,-1.0,157.0,2018-10-19,5,181.14,0.29021982039812766,0.28021982039812765,0.30021982039812767,0.30021982039812767,0.19394771591619328,-0.04344014438556319,-150.10991019906382,-8.250000000000004,8.250000000000004,INSURANCE_RECOVERY_EXIT,,
2019-03-12,QQQ_PS_Insurance,QQQ,6,insurance,OPEN,put,1.0,167.0,2019-05-17,6,175.69,2.220133132557258,2.1646298042433267,2.2756364608711896,2.2756364608711896,0.1955711263221181,-0.24548074487256083,-1365.3818765227138,-37.20199698835887,37.20199698835887,RISK_WARNING_INSURANCE_ENTRY,,
2019-03-12,QQQ_PS_Insurance,QQQ,6,insurance,OPEN,put,-1.0,158.0,2019-05-17,6,175.69,0.7888984414691862,0.7691759804324565,0.8086209025059159,0.7691759804324565,0.20956084790298227,-0.10204201288753416,461.5055882594739,-15.73347662203782,15.73347662203782,RISK_WARNING_INSURANCE_ENTRY,,
2019-03-13,QQQ_PS_Insurance,QQQ,6,insurance,CLOSE,put,1.0,167.0,2019-05-17,6,177.01,1.8825813972161072,1.8355168622857045,1.9296459321465098,1.8355168622857045,0.19555276248296777,-0.21661716477459333,1101.3101173714226,-32.13872095824158,32.13872095824158,INSURANCE_RECOVERY_EXIT,,
