date,drawdown_63,drawdown_252,below_ma200,negative_return_5,vxn_level,vxn_change_5,breadth_rel_20,breadth_rel_63,credit_stress_level,credit_widening,vix_term_stress
2017-03-08,0.0,0.0,0.0,44.84126984126985,0.0,0.0,93.43065693430657,98.0,,29.197080291970792,0.0
2017-03-09,0.0,0.0,0.0,20.079365079365076,0.0,0.0,98.0,98.0,,3.6231884057970944,0.0
2017-03-10,0.0,0.0,0.0,10.555555555555557,0.0,15.0,97.84172661870502,98.0,,71.94244604316546,0.0
2017-03-13,0.0,0.0,0.0,0.0,0.0,0.0,97.85714285714286,98.0,,53.571428571428584,0.0
2017-03-14,0.0,0.0,0.0,0.0,0.0,0.0,96.45390070921985,92.85714285714286,,86.52482269503545,0.0
2017-03-15,0.0,0.0,0.0,0.0,0.0,0.0,86.61971830985917,84.84848484848484,,83.80281690140845,0.0
2017-03-16,0.0,0.0,0.0,0.0,0.0,0.0,85.3146853146853,81.0,,90.9090909090909,0.0
2017-03-17,0.0,0.0,0.0,2.301587301587304,0.0,0.0,64.58333333333334,67.32673267326732,,81.25,0.0
2017-03-20,0.0,0.0,0.0,6.428571428571431,0.0,0.0,74.48275862068965,73.52941176470588,,89.65517241379311,0.0
2017-03-21,6.587301587301582,0.0,0.0,53.888888888888886,0.0,46.111111111111114,84.24657534246575,83.49514563106797,,97.94520547945206,0.0
2017-03-22,0.0,0.0,0.0,53.0952380952381,0.0,70.23809523809524,78.91156462585033,81.73076923076923,,95.23809523809524,0.0
2017-03-23,0.0,0.0,0.0,57.53968253968253,0.0,89.76190476190476,43.918918918918905,76.1904761904762,,92.56756756756758,0.0
2017-03-24,0.0,0.0,0.0,50.39682539682539,0.0,83.88888888888889,53.69127516778522,72.64150943396226,,88.59060402684563,15.476190476190482
2017-03-27,0.0,0.0,0.0,48.33333333333334,0.0,88.8095238095238,68.66666666666666,65.42056074766356,,94.0,0.0
2017-03-28,0.0,0.0,0.0,0.0,0.0,0.0,33.11258278145695,60.18518518518519,,86.09271523178808,0.0
2017-03-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.54128440366972,,91.44736842105263,0.0
2017-03-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.363636363636374,,84.96732026143792,0.0
2017-03-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.44144144144144,,88.96103896103895,38.968253968253975
2017-04-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.25,,90.32258064516128,33.571428571428584
2017-04-04,0.0,0.0,0.0,0.0,0.0,10.23809523809524,0.0,70.79646017699116,,82.69230769230768,1.6666666666666714
2017-04-05,0.0,0.0,0.0,28.650793650793645,0.0,71.03174603174602,0.0,85.08771929824562,,80.25477707006368,42.77777777777777
2017-04-06,0.0,0.0,0.0,33.730158730158735,0.0,58.492063492063494,0.0,67.82608695652175,,76.58227848101265,35.63492063492063
2017-04-07,0.0,0.0,0.0,33.25396825396825,0.0,73.73015873015873,0.0,56.0344827586207,,57.86163522012578,45.0
2017-04-10,0.0,0.0,0.0,27.698412698412696,0.0,74.04761904761904,0.0,32.47863247863248,,73.125,78.96825396825398
2017-04-11,0.0,0.0,0.0,49.60317460317461,0.0,89.28571428571428,0.0,29.661016949152554,,78.2608695652174,88.96825396825398
2017-04-12,0.0,0.0,0.0,49.60317460317461,0.0,82.14285714285714,0.0,36.9747899159664,,88.2716049382716,96.11111111111111
2017-04-13,8.80952380952381,0.0,0.0,60.71428571428572,0.0,89.92063492063491,0.0,44.16666666666666,,96.93251533742333,92.46031746031747
2017-04-17,0.0,0.0,0.0,34.04761904761904,0.0,68.01587301587301,0.0,49.58677685950414,,85.97560975609755,86.74603174603175
2017-04-18,0.0,0.0,0.0,43.25396825396825,0.0,52.93650793650792,0.0,54.91803278688525,,88.4848484848485,84.52380952380952
2017-04-19,0.0,0.0,0.0,18.174603174603178,0.0,22.460317460317455,0.0,39.024390243902445,,56.02409638554218,87.53968253968253
2017-04-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.451612903225794,,31.137724550898213,83.0952380952381
2017-04-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,,50.5952380952381,88.17460317460316
2017-04-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.888888888888886,,23.668639053254438,0.0
2017-04-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.01574803149606,,0.0,0.0
2017-04-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.03125,,38.596491228070164,0.0
2017-04-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.6124031007752,,30.813953488372107,0.0
2017-04-28,0.0,0.0,0.0,0.0,0.0,0.0,15.02890173410404,65.38461538461539,,71.67630057803467,0.0
2017-05-01,0.0,0.0,0.0,0.0,0.0,15.793650793650798,67.24137931034483,80.91603053435114,,61.49425287356323,0.0
2017-05-02,0.0,0.0,0.0,0.0,0.0,49.44444444444446,41.14285714285714,85.6060606060606,,32.0,0.0
2017-05-03,0.0,0.0,0.0,0.0,0.0,10.079365079365076,42.613636363636374,82.70676691729324,,21.022727272727266,0.0
2017-05-04,0.0,0.0,0.0,0.0,0.0,56.111111111111114,45.19774011299435,88.80597014925374,,21.46892655367232,0.0
2017-05-05,0.0,0.0,0.0,0.0,0.0,44.52380952380952,44.38202247191012,74.07407407407408,,25.280898876404493,0.0
2017-05-08,0.0,0.0,0.0,0.0,0.0,0.0,68.15642458100558,83.08823529411765,,17.87709497206704,0.0
2017-05-09,0.0,0.0,0.0,0.0,0.0,0.0,76.11111111111111,71.53284671532847,,12.777777777777771,0.0
2017-05-10,0.0,0.0,0.0,0.0,0.0,26.269841269841265,75.13812154696132,68.84057971014494,,0.0,0.0
2017-05-11,0.0,0.0,0.0,0.0,0.0,36.111111111111114,75.27472527472528,82.01438848920864,,0.0,0.0
2017-05-12,0.0,0.0,0.0,0.0,0.0,6.587301587301582,89.61748633879782,92.14285714285714,,0.0,0.0
2017-05-15,0.0,0.0,0.0,0.0,0.0,17.22222222222223,82.06521739130434,89.36170212765958,,0.0,0.0
2017-05-16,0.0,0.0,0.0,0.0,0.0,0.0,91.8918918918919,90.8450704225352,,0.0,0.0
2017-05-17,30.873015873015873,20.76547231270358,0.0,72.14285714285714,9.365079365079367,96.11111111111111,88.70967741935485,79.72027972027973,,0.0,89.60317460317461
2017-05-18,14.523809523809518,1.9528071602929202,0.0,52.93650793650792,0.0,87.85714285714286,94.11764705882354,81.25,,23.529411764705884,85.0
2017-05-19,1.6666666666666714,0.0,0.0,47.38095238095238,0.0,67.38095238095238,90.95744680851064,68.9655172413793,,5.851063829787236,15.952380952380949
2017-05-22,0.0,0.0,0.0,25.317460317460316,0.0,47.38095238095238,80.42328042328043,77.39726027397259,,16.931216931216937,0.0
2017-05-23,0.0,0.0,0.0,36.74603174603175,0.0,58.17460317460316,91.05263157894737,82.99319727891157,,53.15789473684211,0.0
2017-05-24,0.0,0.0,0.0,0.0,0.0,0.0,93.19371727748691,60.13513513513513,,25.130890052356023,0.0
2017-05-25,0.0,0.0,0.0,0.0,0.0,0.0,92.1875,81.87919463087249,,43.22916666666666,0.0
2017-05-26,0.0,0.0,0.0,0.0,0.0,0.0,74.61139896373058,86.0,,25.906735751295344,0.0
2017-05-30,0.0,0.0,0.0,0.0,0.0,9.285714285714292,60.309278350515456,72.8476821192053,,43.814432989690715,0.0
2017-05-31,0.0,0.0,0.0,0.0,0.0,18.33333333333333,50.25641025641025,50.65789473684211,,29.74358974358975,0.0
2017-06-01,0.0,0.0,0.0,0.0,0.0,24.365079365079367,2.551020408163268,26.14379084967321,,51.53061224489795,0.0
2017-06-02,0.0,0.0,0.0,0.0,0.0,24.682539682539684,20.304568527918775,39.6103896103896,,55.837563451776646,0.0
2017-06-05,0.0,0.0,0.0,0.0,0.0,49.76190476190476,65.15151515151516,38.70967741935485,,56.06060606060606,0.0
2017-06-06,0.0,0.0,0.0,0.0,0.0,51.190476190476204,51.256281407035175,30.12820512820514,,83.41708542713567,0.0
2017-06-07,0.0,0.0,0.0,0.0,0.0,52.61904761904762,63.5,34.39490445859872,,85.5,0.0
2017-06-08,0.0,0.0,0.0,0.0,0.0,49.60317460317461,76.61691542288557,10.759493670886073,,86.56716417910448,0.0
2017-06-09,31.825396825396837,20.016077170418,0.0,83.4126984126984,50.15873015873015,97.69841269841271,7.425742574257427,0.0,,83.66336633663366,0.0
2017-06-12,42.61904761904762,31.164658634538142,0.0,89.12698412698413,25.317460317460316,92.61904761904762,0.0,0.0,,58.12807881773398,0.0
2017-06-13,28.492063492063494,15.650080256821823,0.0,73.25396825396825,0.0,50.55555555555554,0.0,0.0,,63.23529411764707,0.0
