date,momentum_deceleration,macd_rollover,breadth_weakening_5,breadth_weakening_20,failed_breakout,volume_price_divergence,relative_strength_weakening,rsi_rollover
2017-03-31,24.88095238095238,40.75396825396825,14.497041420118343,23.7012987012987,23.61111111111111,62.903225806451616,21.753246753246753,50.43650793650794
2017-04-03,30.436507936507937,36.46825396825397,30.88235294117647,26.774193548387096,26.785714285714285,63.14102564102564,20.967741935483872,32.73809523809524
2017-04-04,43.37301587301587,37.5,65.78947368421052,30.44871794871795,10.277777777777779,28.980891719745223,22.115384615384617,24.72222222222222
2017-04-05,60.03968253968254,45.75396825396825,82.84883720930233,26.43312101910828,35.67460317460318,87.65822784810126,33.439490445859875,56.30952380952381
2017-04-06,63.29365079365079,55.27777777777778,45.3757225433526,15.50632911392405,34.32539682539682,28.930817610062892,35.75949367088607,54.48412698412698
2017-04-07,59.801587301587304,62.65873015873016,66.37931034482759,16.037735849056602,35.91269841269841,61.5625,36.79245283018868,57.65873015873016
2017-04-10,55.992063492063494,66.30952380952381,18.0,15.9375,33.76984126984127,28.88198757763975,38.4375,54.72222222222222
2017-04-11,68.76984126984127,73.05555555555556,4.261363636363637,12.732919254658386,47.5,87.96296296296296,47.515527950310556,78.21428571428571
2017-04-12,62.65873015873016,78.21428571428571,9.887005649717514,20.061728395061728,55.75396825396825,78.83435582822086,43.51851851851852,91.23015873015873
2017-04-13,71.46825396825396,85.1984126984127,36.235955056179776,21.165644171779142,64.16666666666667,83.23170731707317,38.95705521472393,96.94444444444444
2017-04-17,55.595238095238095,84.24603174603175,47.20670391061452,27.74390243902439,47.1031746031746,28.484848484848484,49.08536585365854,76.54761904761905
2017-04-18,59.32539682539682,84.24603174603175,68.61111111111111,22.12121212121212,50.75396825396825,65.36144578313252,49.39393939393939,80.67460317460318
2017-04-19,55.11904761904762,79.48412698412699,58.83977900552486,16.566265060240966,46.86507936507937,28.44311377245509,37.04819277108434,56.388888888888886
2017-04-20,27.57936507936508,64.96031746031746,34.34065934065934,14.67065868263473,10.277777777777779,28.571428571428573,47.0059880239521,10.436507936507937
2017-04-21,22.023809523809526,44.801587301587304,31.420765027322403,18.154761904761905,22.023809523809526,58.875739644970416,36.01190476190476,22.738095238095237
2017-04-24,21.30952380952381,27.738095238095237,33.96739130434783,23.964497041420117,10.317460317460318,28.529411764705884,40.532544378698226,10.476190476190476
2017-04-25,11.865079365079366,13.214285714285714,41.891891891891895,23.235294117647058,10.357142857142858,28.65497076023392,45.0,10.515873015873016
2017-04-26,12.976190476190476,8.134920634920634,61.02150537634409,24.269005847953217,26.706349206349206,71.22093023255815,44.15204678362573,31.30952380952381
2017-04-27,16.785714285714285,6.071428571428571,74.06417112299465,45.05813953488372,10.396825396825397,28.612716763005782,38.08139534883721,10.555555555555555
2017-04-28,13.76984126984127,5.0396825396825395,91.75531914893617,57.51445086705202,10.436507936507937,28.735632183908045,26.878612716763005,10.595238095238095
2017-05-01,21.944444444444443,4.801587301587301,96.56084656084656,83.62068965517241,10.476190476190476,28.857142857142858,14.080459770114942,10.595238095238095
2017-05-02,30.595238095238095,5.436507936507937,93.42105263157895,70.57142857142857,10.515873015873016,28.977272727272727,13.428571428571429,10.595238095238095
2017-05-03,32.42063492063492,6.785714285714286,98.16753926701571,71.30681818181819,34.24603174603175,81.63841807909604,24.71590909090909,48.53174603174603
2017-05-04,47.182539682539684,10.277777777777779,97.65625,72.59887005649718,33.69047619047619,28.93258426966292,22.88135593220339,48.05555555555556
2017-05-05,45.91269841269841,12.579365079365079,71.24352331606218,72.19101123595506,10.555555555555555,29.050279329608937,16.01123595505618,39.801587301587304
2017-05-08,62.976190476190474,18.61111111111111,65.72164948453609,84.07821229050279,10.595238095238095,29.166666666666668,9.217877094972067,33.76984126984127
2017-05-09,62.65873015873016,26.626984126984127,67.94871794871794,88.05555555555556,10.634920634920634,29.281767955801104,1.9444444444444444,23.928571428571427
2017-05-10,55.91269841269841,29.642857142857142,19.132653061224488,87.56906077348066,10.674603174603174,29.395604395604394,1.9337016574585635,22.817460317460316
2017-05-11,61.62698412698413,34.166666666666664,38.3248730964467,87.63736263736264,27.42063492063492,68.5792349726776,1.9230769230769231,38.13492063492063
2017-05-12,69.16666666666667,39.24603174603175,90.15151515151516,94.80874316939891,10.714285714285714,29.347826086956523,1.366120218579235,30.357142857142858
2017-05-15,64.08730158730158,42.73809523809524,71.60804020100502,91.03260869565217,10.753968253968255,29.45945945945946,2.989130434782609,10.634920634920634
2017-05-16,67.02380952380952,44.801587301587304,85.25,95.94594594594595,10.793650793650794,29.56989247311828,1.3513513513513513,10.674603174603174
2017-05-17,93.92857142857143,74.16666666666667,82.33830845771145,94.35483870967742,76.7063492063492,99.0,14.78494623655914,99.0
2017-05-18,84.56349206349206,84.64285714285714,81.43564356435644,97.05882352941177,66.94444444444444,29.52127659574468,5.614973262032086,98.21428571428571
2017-05-19,83.45238095238095,89.08730158730158,34.72906403940887,95.47872340425532,59.88095238095238,29.62962962962963,18.882978723404257,96.7063492063492
2017-05-22,71.86507936507937,88.53174603174604,39.950980392156865,90.21164021164022,38.45238095238095,29.736842105263158,9.788359788359788,90.75396825396825
2017-05-23,73.92857142857143,90.11904761904762,45.609756097560975,95.52631578947368,35.992063492063494,29.842931937172775,20.263157894736842,90.1984126984127
2017-05-24,14.801587301587302,67.73809523809524,73.05825242718447,96.59685863874346,10.833333333333334,29.947916666666668,8.638743455497382,83.92857142857143
2017-05-25,15.436507936507937,41.30952380952381,63.52657004830918,96.09375,10.873015873015873,30.05181347150259,13.802083333333334,73.05555555555556
2017-05-26,19.246031746031747,26.071428571428573,79.08653846153847,87.30569948186529,10.912698412698413,30.15463917525773,22.53886010362694,70.03968253968254
2017-05-30,26.865079365079364,21.706349206349206,84.92822966507177,80.15463917525773,10.952380952380953,30.256410256410255,36.34020618556701,68.69047619047619
2017-05-31,28.293650793650794,20.753968253968253,54.04761904761905,75.12820512820512,27.182539682539684,64.54081632653062,38.717948717948715,28.293650793650794
2017-06-01,32.65873015873016,19.96031746031746,24.407582938388625,51.275510204081634,10.992063492063492,30.20304568527919,42.09183673469388,10.634920634920634
2017-06-02,32.73809523809524,17.5,37.5,60.15228426395939,11.031746031746032,30.303030303030305,19.03553299492386,10.674603174603174
2017-06-05,36.15079365079365,17.658730158730158,56.10328638497653,82.57575757575758,24.88095238095238,61.05527638190955,15.404040404040405,25.515873015873016
2017-06-06,43.611111111111114,21.785714285714285,52.570093457943926,75.62814070351759,38.611111111111114,82.75,28.894472361809044,50.03968253968254
2017-06-07,32.5,21.626984126984127,77.90697674418605,81.75,25.357142857142858,30.09950248756219,34.75,42.26190476190476
2017-06-08,41.785714285714285,24.96031746031746,90.50925925925925,88.30845771144278,11.071428571428571,30.198019801980198,32.08955223880597,39.96031746031746
2017-06-09,94.56349206349206,66.94444444444444,26.036866359447004,53.71287128712871,77.18253968253968,99.0,81.93069306930693,98.53174603174604
2017-06-12,96.23015873015873,92.26190476190476,6.651376146788991,24.876847290640395,83.84920634920636,94.8529411764706,89.4088669950739,99.0
2017-06-13,89.24603174603175,96.07142857142857,2.5114155251141552,21.813725490196077,74.96031746031746,30.0,84.55882352941177,97.73809523809524
2017-06-14,93.53174603174604,97.65873015873017,2.9545454545454546,19.26829268292683,80.35714285714286,89.5631067961165,89.51219512195122,98.92857142857143
2017-06-15,98.45238095238095,99.0,3.8461538461538463,31.310679611650485,84.24603174603175,88.16425120772946,87.13592233009709,99.0
2017-06-16,78.2936507936508,98.61111111111111,14.18918918918919,18.59903381642512,87.26190476190476,91.58653846153847,90.09661835748793,99.0
2017-06-19,33.76984126984127,96.54761904761905,51.34529147982063,33.89423076923077,70.67460317460318,29.66507177033493,82.45192307692308,93.05555555555556
2017-06-20,62.023809523809526,95.43650793650794,81.02678571428571,44.73684210526316,80.5952380952381,91.19047619047619,88.27751196172248,97.26190476190476
2017-06-21,32.73809523809524,90.11904761904762,91.33333333333333,48.333333333333336,68.76984126984127,29.620853080568722,76.42857142857143,92.42063492063492
2017-06-22,22.42063492063492,74.4047619047619,83.84955752212389,41.943127962085306,69.16666666666667,60.14150943396226,77.96208530805687,22.57936507936508
2017-06-23,11.785714285714286,49.48412698412698,86.56387665198238,28.537735849056602,63.214285714285715,29.577464788732396,78.5377358490566,10.476190476190476
2017-06-26,44.801587301587304,51.62698412698413,45.39473684210526,19.483568075117372,69.88095238095238,82.4766355140187,86.61971830985915,39.56349206349206
2017-06-27,58.29365079365079,65.27777777777777,15.93886462882096,13.785046728971963,88.21428571428571,97.44186046511628,90.88785046728972,78.92857142857143
2017-06-28,57.023809523809526,69.4047619047619,8.478260869565217,19.767441860465116,74.4047619047619,29.39814814814815,89.06976744186046,51.388888888888886
2017-06-29,81.7063492063492,86.15079365079364,5.411255411255412,22.916666666666668,89.48412698412699,97.92626728110599,90.50925925925925,79.24603174603175
2017-06-30,84.8015873015873,94.16666666666667,5.387931034482759,13.133640552995391,90.03968253968254,29.357798165137616,94.70046082949308,79.96031746031746
2017-07-03,88.2936507936508,96.86507936507937,5.364806866952789,8.944954128440367,92.89682539682539,87.44292237442923,99.0,89.16666666666667
2017-07-05,36.62698412698413,95.35714285714286,40.38461538461539,11.643835616438356,89.72222222222223,29.318181818181817,97.48858447488584,76.23015873015873
2017-07-06,81.94444444444444,96.7063492063492,50.42553191489362,14.772727272727273,92.81746031746032,90.72398190045249,98.4090909090909,85.51587301587301
2017-07-07,24.484126984126984,93.84920634920636,69.70338983050847,16.063348416289593,77.81746031746032,29.27927927927928,95.70135746606334,70.11904761904762
