date,QQQ_PS_Only,TQQQ_PS_Only,QQQ_PS_Insurance,QQQ_PS_GreedCall,QQQ_PS_Premium,QQQ_Full_35_20_45,QQQ_Full_50_15_35,QQQ_Full_60_10_30,TQQQ_PS_Insurance,TQQQ_PS_GreedCall,TQQQ_Full_35_20_45,QQQ_Static35,TQQQ_Static35,QQQ_BuyHold,TQQQ_BuyHold,BIL_like_Cash
2016-08-24,100.97177594262779,102.8290559133541,100.97177594262779,100.97177594262779,100.97177594262779,100.97177594262779,101.38374839388138,101.65883197756098,102.82905591335414,102.82905591335414,102.82905591335414,100.97177594262779,102.8290559133541,102.7626253739222,108.14952796240635,100.01357230717025
2016-08-25,100.91474350653114,102.65905070260371,100.91474350653111,100.91474350653111,100.91474350653111,100.91474350653111,101.30163932406107,101.5598925580218,102.65905070260375,102.65905070260375,102.65905070260375,100.91474350653114,102.65905070260371,102.59546014428997,107.6372719190551,100.01426684586683
2016-08-26,100.96674261302337,102.83339093254686,100.96674261302334,100.96674261302334,100.96674261302334,100.96674261302334,101.37587261080301,101.64904242195527,102.8333909325469,102.8333909325469,102.8333909325469,100.96674261302337,102.83339093254686,102.74502903396092,108.15799500444523,100.01504076578884
2016-08-29,101.01569349750241,102.93395855191814,101.01569349750238,101.01569349750238,101.01569349750238,101.01569349750238,101.44573237400914,101.73293465133769,102.93395855191815,102.93395855191815,102.93395855191815,101.01569349750241,102.93395855191814,102.88579975365121,108.4585749968249,100.01585438020777
2016-08-30,100.90131285966683,102.60822477523226,100.90131285966683,100.90131285966683,100.90131285966683,100.90131285966683,101.28129941358708,101.53489902504948,102.60822477523229,102.60822477523229,102.60822477523229,100.90131285966683,102.60822477523226,102.55146929438675,107.4763981203167,100.01662831241431
2016-08-31,100.86546265527845,102.51537615625155,100.86546265527845,100.86546265527845,100.86546265527845,100.86546265527845,101.22955608388358,101.47249441907631,102.51537615625155,102.51537615625155,102.51537615625155,100.86546265527845,102.51537615625155,102.445891254619,107.1969857330342,100.01740225060959
2016-09-01,100.95692561472553,102.67459810484098,100.95692561472553,100.95692561472553,100.95692561472553,100.95692561472553,101.36035339179075,101.62967082451108,102.67459810484098,102.67459810484098,102.67459810484098,100.95692561472553,102.67459810484098,102.70983635403832,107.67114008721057,100.0181761947937
2016-09-02,101.0724520018205,103.09618010128463,101.0724520018205,101.0724520018205,101.0724520018205,101.0724520018205,101.52571444062342,101.82847404208574,103.0961801012846,103.0961801012846,103.0961801012846,101.0724520018205,103.09618010128463,103.04416681330282,108.93272935100129,100.01895014496665
2016-09-06,101.2934522735422,103.76561580368184,101.29345227354219,101.29345227354219,101.29345227354219,101.29345227354219,101.84250825400407,102.20960267858648,103.76561580368187,103.76561580368187,103.76561580368187,101.2934522735422,103.76561580368184,103.68643322188981,110.95211887727028,100.01972410112847
2016-09-07,101.3149936645336,103.83262737546963,101.31499366453357,101.31499366453357,101.31499366453357,101.31499366453357,101.8731280525753,102.24632881121369,103.83262737546966,103.83262737546966,103.83262737546966,101.3149936645336,103.83262737546963,103.74802041175433,111.15532788620301,100.02045837291256
2016-09-08,101.10803641810928,103.21032301332671,101.10803641810926,101.10803641810926,101.10803641810926,101.10803641810926,101.57549094887406,101.88768950151221,103.21032301332669,103.21032301332669,103.21032301332669,101.10803641810928,103.21032301332671,103.14094668308988,109.25024342745868,100.0212720314033
2016-09-09,100.21809087709875,100.47285821296947,100.21809087709867,100.21809087709867,100.21809087709867,100.21809087709867,100.29789091103696,100.34968346086521,100.47285821296946,100.47285821296946,100.47285821296946,100.21809087709875,100.47285821296947,100.54548653879989,100.96947631344995,100.02212538749401
2016-09-12,100.84785981248909,102.27666097352204,100.84785981248902,100.84785981248902,100.84785981248902,100.84785981248902,101.19791045779611,101.43009339569183,102.27666097352204,102.27666097352204,102.27666097352204,100.84785981248909,102.27666097352204,102.34911138483189,106.14707252021513,100.02297875086536
2016-09-13,100.5329151757307,101.43207994502521,100.53291517573062,100.53291517573062,100.53291517573062,100.53291517573062,100.74602339077332,100.88639559819433,101.43207994502524,101.43207994502524,101.43207994502524,100.5329151757307,101.43207994502521,101.43410170684493,103.64082807671149,100.02391150483388
2016-09-14,100.70135868441785,101.88946722508356,100.70135868441778,100.70135868441778,100.70135868441778,100.70135868441778,100.9867815584494,101.17552779110603,101.88946722508356,101.88946722508356,101.88946722508356,100.70135868441785,101.88946722508356,101.91800105578035,104.97438719783251,100.02480457547233
2016-09-15,101.24953314382785,103.54389608482883,101.24953314382779,101.24953314382779,101.24953314382779,101.24953314382779,101.77177262126294,102.11912108134065,103.54389608482882,103.54389608482882,103.54389608482882,101.24953314382785,103.54389608482883,103.50167165229627,109.84293637017915,100.0255785769363
2016-09-16,101.23302959608911,103.50380398292465,101.23302959608903,101.23302959608903,101.23302959608903,101.23302959608903,101.7478062422991,102.09013764675838,103.50380398292465,103.50380398292465,103.50380398292465,101.23302959608911,103.50380398292465,103.45228752419493,109.72016426061562,100.02619381362996
2016-09-19,101.07939704247921,103.02899840946766,101.07939704247913,101.07939704247913,101.07939704247913,101.07939704247913,101.52692960364027,101.82406022118941,103.02899840946766,103.02899840946766,103.02899840946766,101.07939704247921,103.02899840946766,103.00245662098631,108.2807671140088,100.02684874704184
2016-09-20,101.14647489018796,103.22963790551665,101.14647489018789,101.14647489018789,101.14647489018789,101.14647489018789,101.62289447410473,101.93942174782458,103.22963790551663,103.22963790551663,103.22963790551663,101.14647489018796,103.22963790551665,103.19650132433121,108.88192709876814,100.02750368474196
2016-09-21,101.49486652838655,104.28087701279179,101.49486652838647,101.49486652838647,101.49486652838647,101.49486652838647,102.1226559229986,102.54086993720388,104.28087701279176,104.28087701279176,104.28087701279176,101.49486652838655,104.28087701279179,104.21082590999771,112.0486008213032,100.02815862673037
2016-09-22,101.77771123626212,105.13333497526078,101.77771123626205,101.77771123626205,101.77771123626205,101.77771123626205,102.52907147388677,103.03049665370365,105.13333497526074,105.13333497526074,105.13333497526074,101.77771123626212,105.13333497526078,105.03992600610772,114.66491681131208,100.02849602329718
2016-09-23,101.55049818302217,104.4718370328432,101.55049818302209,101.55049818302209,101.55049818302209,101.55049818302209,102.20200668920887,102.63606267722803,104.47183703284317,104.47183703284317,104.47183703284317,101.55049818302217,104.4718370328432,104.36958975818898,112.60319207484876,100.02867464561149
2016-09-26,101.25325065550166,103.56325991531166,101.25325065550157,101.25325065550157,101.25325065550157,101.25325065550157,101.77456482757914,102.12091735242761,103.56325991531163,103.56325991531163,103.56325991531163,101.25325065550166,103.56325991531166,103.49638859313694,109.80483468100431,100.02885326824477
2016-09-27,101.60389035369077,104.59213231812382,101.60389035369069,101.60389035369069,101.60389035369069,101.60389035369069,102.27785864665242,102.72683206154048,104.59213231812376,104.59213231812376,104.59213231812376,101.60389035369077,104.59213231812382,104.51953339259185,112.92070615130616,100.0293097491228
2016-09-28,101.66423712133552,104.79284662873809,101.66423712133543,101.66423712133543,101.66423712133543,101.66423712133543,102.36442274121413,102.83106305632784,104.79284662873802,104.79284662873802,104.79284662873802,101.66423712133552,104.79284662873809,104.69593766835995,113.53880022014322,100.0298059262545
2016-09-29,101.40679049574088,104.01505069843525,101.4067904957408,101.4067904957408,101.4067904957408,101.4067904957408,101.99387383324363,102.38426716145277,104.01505069843518,104.01505069843518,104.01505069843518,101.40679049574088,104.01505069843525,103.93739928255717,111.12992676008648,100.0303418002148
2016-09-30,101.67216575046727,104.76429442945086,101.67216575046719,101.67216575046719,101.67216575046719,101.67216575046719,102.37495931703917,102.8432185487406,104.76429442945079,104.76429442945079,104.76429442945079,101.67216575046727,104.76429442945086,104.71357809593673,113.41602811057967,100.0308379824658
2016-10-03,101.62161625810269,104.6812225103393,101.62161625810258,101.62161625810258,101.62161625810258,101.62161625810258,102.30197672516921,102.75511234144162,104.68122251033923,104.68122251033923,104.68122251033923,101.62161625810269,104.6812225103393,104.56363446153385,113.1577833283943,100.03145325150895
2016-10-04,101.56809728310459,104.47337001478488,101.56809728310448,101.56809728310448,101.56809728310448,101.56809728310448,102.2246873045498,102.66180335187374,104.4733700147848,104.4733700147848,104.4733700147848,101.56809728310459,104.47337001478488,104.40487061334258,112.51428813344069,100.03218760939991
2016-10-05,101.69474238908529,104.85500296068841,101.69474238908518,101.69474238908518,101.69474238908518,101.69474238908518,102.40643944707797,102.88067965514645,104.85500296068832,104.85500296068832,104.85500296068832,101.69474238908529,104.85500296068841,104.77531959245556,113.68697345582332,100.03296166799451
2016-10-06,101.67724980200052,104.79810521171606,101.67724980200043,101.67724980200043,101.67724980200043,101.67724980200043,102.38095295478035,102.84980317708663,104.79810521171599,104.79810521171599,104.79810521171599,101.67724980200052,104.79810521171606,104.72239830972514,113.50916557300718,100.03369603695916
2016-10-07,101.59983120735083,104.55922892185181,101.59983120735072,101.59983120735072,101.59983120735072,101.59983120735072,102.26924999058795,102.71498659966021,104.55922892185174,104.55922892185174,104.55922892185174,101.59983120735083,104.55922892185181,104.4930727512266,112.7682993946066,100.0344701072261
2016-10-10,101.82546213992502,105.21646388114625,101.8254621399249,101.8254621399249,101.8254621399249,101.8254621399249,102.5933644963769,103.10546021172871,105.21646388114618,105.21646388114618,105.21646388114618,101.82546213992502,105.21646388114625,105.15458878535695,114.79192244189504,100.03524418348289
2016-10-11,101.31778649392005,103.69452657808087,101.31778649391991,101.31778649391991,101.31778649391991,101.31778649391991,101.86230396290499,102.22364908919717,103.69452657808083,103.69452657808083,103.69452657808083,101.31778649392005,103.69452657808087,103.65515244132821,110.04614537911192,100.03601826572954
2016-10-12,101.28817373529249,103.61970628682296,101.28817373529235,101.28817373529235,101.28817373529235,101.28817373529235,101.81940021002727,102.17180752098582,103.6197062868229,103.6197062868229,103.6197062868229,101.28817373529249,103.61970628682296,103.56695030344419,109.8175352440626,100.03687174763141
2016-10-13,101.1619833889698,103.19391172444261,101.16198338896967,101.16198338896967,101.16198338896967,101.16198338896967,101.63777588258256,101.95291342517483,103.19391172444257,103.19391172444257,103.19391172444257,101.1619833889698,103.19391172444261,103.19650132433121,108.52631133313588,100.03780463115761
2016-10-14,101.20478091405012,103.27747766441084,101.20478091404996,101.20478091404996,101.20478091404996,101.20478091404996,101.69891755104294,102.02637740819473,103.27747766441078,103.27747766441078,103.27747766441078,101.20478091405012,103.27747766441084,103.31998431736886,108.77608907328235,100.0384596405927
2016-10-17,101.1084998413053,103.0289613893852,101.10849984130515,101.10849984130515,101.10849984130515,101.10849984130515,101.56038162400488,101.85944920971465,103.02896138938516,103.02896138938516,103.02896138938516,101.1084998413053,103.0289613893852,103.03773747613991,108.02675585284291,100.03919404991946
2016-10-18,101.42407893362973,103.95372647024585,101.42407893362959,101.42407893362959,101.42407893362959,101.42407893362959,102.01286969067118,102.40386811053452,103.95372647024581,103.95372647024581,103.95372647024581,101.42407893362973,103.95372647024585,103.95503971013397,110.79547859955137,100.04000786082341
2016-10-19,101.42160331878839,103.96817848247501,101.42160331878827,101.42160331878827,101.42160331878827,101.42160331878827,102.00895691017062,102.398988168019,103.968178482475,103.968178482475,103.968178482475,101.42160331878839,103.96817848247501,103.94621949634558,110.83781380974568,100.0408216783477
2016-10-20,101.37999641032967,103.81586651181335,101.37999641032953,101.37999641032953,101.37999641032953,101.37999641032953,101.94880125721335,102.32635064986333,103.81586651181331,103.81586651181331,103.81586651181331,101.37999641032967,103.81586651181335,103.82273650330791,110.37212649760816,100.04167520123104
2016-10-21,101.51319408211054,104.21086368498369,101.51319408211042,101.51319408211042,101.51319408211042,101.51319408211042,102.1397784760644,102.55619740850702,104.21086368498365,104.21086368498365,104.21086368498365,101.51319408211054,104.21086368498369,104.21082590999771,111.5702129461074,100.04252873139646
2016-10-24,101.94074784403011,105.54143384485069,101.94074784402997,101.94074784402997,101.94074784402997,101.94074784402997,102.75398353806973,103.29608152677439,105.5414338448506,105.5414338448506,105.5414338448506,101.94074784403011,105.54143384485069,105.46329626795111,115.63862664578141,100.04334256942782
2016-10-25,101.82786993638055,105.17277252751529,101.82786993638044,101.82786993638044,101.82786993638044,101.82786993638044,102.59110220816747,103.09943289455666,105.1727725275152,105.1727725275152,105.1727725275152,101.82786993638055,105.17277252751529,105.12812814399174,114.48287540747654,100.04411671434055
2016-10-26,101.58620515702472,104.46684857658192,101.58620515702461,101.58620515702461,101.58620515702461,101.58620515702461,102.24292148690822,102.6793780388338,104.46684857658184,104.46684857658184,104.46684857658184,101.58620515702472,104.46684857658192,104.41369082713096,112.28567799839138,100.04493056529
2016-10-27,101.42452830291191,103.95593035643238,101.4245283029118,101.4245283029118,101.4245283029118,101.4245283029118,102.01012236782003,102.39866765453223,103.95593035643229,103.95593035643229,103.95593035643229,101.42452830291191,103.95593035643238,103.93739928255714,110.71504170018216,100.04570472249081
2016-10-28,101.20203945145121,103.32751732056214,101.20203945145111,101.20203945145111,101.20203945145111,101.20203945145111,101.69015978102294,102.01311601430736,103.32751732056205,103.32751732056205,103.32751732056205,101.20203945145121,103.32751732056214,103.2847034622152,108.80149019939896,100.04635978365269
2016-10-31,101.1691970752457,103.1225082007041,101.16919707524559,101.16919707524559,101.16919707524559,101.16919707524559,101.64273045110366,101.95588647369406,103.122508200704,103.122508200704,103.122508200704,101.1691970752457,103.1225082007041,103.18768111054277,108.18339613056192,100.04701484910363
2016-11-01,100.90338351305259,102.38153509362553,100.90338351305247,100.90338351305247,100.90338351305247,100.90338351305247,101.26086503967224,101.4960702901465,102.38153509362544,102.38153509362544,102.38153509362544,100.90338351305259,102.38153509362553,102.41150229716318,105.96079759536016,100.04782872362921
2016-11-02,100.62107295173594,101.44864702068568,100.62107295173585,100.62107295173585,100.62107295173585,100.62107295173585,100.8557651630712,101.00864810803341,101.44864702068558,101.44864702068558,101.44864702068558,100.62107295173594,101.44864702068568,101.59122241484158,103.20054189069059,100.04868230629491
2016-11-03,100.27617466824124,100.42674348944702,100.27617466824113,100.27617466824113,100.27617466824113,100.27617466824113,100.36150103068296,100.41444367936747,100.42674348944698,100.42674348944698,100.42674348944698,100.27617466824124,100.42674348944702,100.59453825675186,100.22861013504942,100.04961529995926
2016-11-04,100.15371616634236,100.02800419616294,100.15371616634224,100.15371616634224,100.15371616634224,100.15371616634224,100.18599328132541,100.20352802931937,100.0280041961629,100.0280041961629,100.0280041961629,100.15371616634236,100.02800419616294,100.2417297052157,99.08979298082224,100.05058800455244
2016-11-07,100.98712745242244,102.53702891191048,100.98712745242233,100.98712745242233,100.98712745242233,100.98712745242233,101.3765470887376,101.6322478056806,102.53702891191043,102.53702891191043,102.53702891191043,100.98712745242244,102.53702891191048,102.62318742808488,106.18940773040948,100.0515607186025
2016-11-08,101.21872109736142,103.24169421414587,101.2187210973613,101.2187210973613,101.2187210973613,101.2187210973613,101.70819682154782,102.03100948749322,103.2416942141458,103.2416942141458,103.2416942141458,101.21872109736142,103.24169421414587,103.29352367600362,108.27230007196995,100.05265255111033
2016-11-09,101.3828448680198,103.74829345059095,101.38284486801972,101.38284486801972,101.38284486801972,101.38284486801972,101.94328289941652,102.31376926928262,103.74829345059091,103.74829345059091,103.74829345059091,101.3828448680198,103.74829345059095,103.76981522057747,109.78790059692656,100.0538238024001
2016-11-10,100.81061639932301,102.02266526682557,100.8106163993229,100.8106163993229,100.8106163993229,100.8106163993229,101.1207486148076,101.32288519880059,102.02266526682548,102.02266526682548,102.02266526682548,100.81061639932301,102.02266526682557,102.09397460078064,104.56796917996706,100.05507447519764
2016-11-11,100.82675483968822,101.9932141758475,100.8267548396881,100.8267548396881,100.8267548396881,100.8267548396881,101.14328114488227,101.34970085319979,101.99321417584746,101.99321417584746,101.99321417584746,100.82675483968822,101.9932141758475,102.13807566972267,104.47906523855902,100.05644427681248
2016-11-14,100.47110150690351,100.78920580906747,100.47110150690341,100.47110150690341,100.47110150690341,100.47110150690341,100.63301650448375,100.73585612254283,100.78920580906743,100.78920580906743,100.78920580906743,100.47110150690351,100.78920580906747,101.10611065647934,100.95254222937224,100.05781409718057
2016-11-15,100.95993907286822,102.42347051607656,100.95993907286814,100.95993907286814,100.95993907286814,100.95993907286814,101.33177104874808,101.57488667846808,102.42347051607649,102.42347051607649,102.42347051607649,100.95993907286822,102.42347051607656,102.50852464883565,105.62634943482503,100.05946187467462
2016-11-16,101.17070589081602,103.00780290908136,101.17070589081591,101.17070589081591,101.17070589081591,101.17070589081591,101.63332917859955,101.93732232758543,103.00780290908132,103.00780290908132,103.00780290908132,101.17070589081602,103.00780290908136,103.11711940023554,107.34515896871437,100.06095085476205
2016-11-17,101.42902843038719,103.84474779943625,101.42902843038706,101.42902843038706,101.42902843038706,101.42902843038706,102.00346981810549,102.3825486142995,103.84474779943618,103.84474779943618,103.84474779943618,101.42902843038719,103.84474779943625,103.86683757224992,109.8344693281403,100.06228103010082
2016-11-18,101.29718311830867,103.43649393763188,101.29718311830855,101.29718311830855,101.29718311830855,101.29718311830855,101.81352355345395,102.15351818180416,103.43649393763181,103.43649393763181,103.43649393763181,101.29718311830867,103.43649393763188,103.47874816556013,108.5982811904662,100.06349210135932
2016-11-21,101.66666309472856,104.52542314335211,101.66666309472845,101.66666309472845,101.66666309472845,101.66666309472845,102.34351446839749,102.79138381628535,104.52542314335204,104.52542314335204,104.52542314335204,101.66666309472856,104.52542314335211,104.55481424774547,111.86232589644816,100.06470318727565
2016-11-22,101.77558014437065,104.85443712642189,101.77558014437054,101.77558014437054,101.77558014437054,101.77558014437054,102.49958046686898,102.9792174375704,104.85443712642181,104.85443712642181,104.85443712642181,101.77558014437065,104.85443712642189,104.87234194412802,112.86567037805351,100.06599370428103
2016-11-23,101.63270806183107,104.41489849125183,101.63270806183098,101.63270806183098,101.63270806183098,101.63270806183098,102.293406733225,102.73036109304867,104.41489849125173,104.41489849125173,104.41489849125173,101.63270806183107,104.41489849125183,104.44897168228462,111.51094365183532,100.06740336411295
2016-11-25,101.74783695460516,104.7683186494937,101.74783695460505,101.74783695460505,101.74783695460505,101.74783695460505,102.45829339191239,102.92876453000173,104.76831864949361,104.76831864949361,104.76831864949361,101.74783695460516,104.7683186494937,104.78413980624397,112.58625799077102,100.0688924623773
2016-11-28,101.66783285431174,104.56520944061589,101.66783285431163,101.66783285431163,101.66783285431163,101.66783285431163,102.34258519349753,102.78898711924363,104.56520944061583,104.56520944061583,104.56520944061583,101.66783285431174,104.56520944061589,104.54599403395706,111.9596968798951,100.07030216304493
2016-11-29,101.79182315882338,104.91764290041384,101.79182315882329,101.79182315882329,101.79182315882329,101.79182315882329,102.52028929596908,103.00288073629133,104.91764290041377,104.91764290041377,104.91764290041377,101.79182315882338,104.91764290041384,104.90762279928165,113.03501121883079,100.07167217313409
2016-11-30,101.36139319478931,103.72892049803555,101.36139319478926,101.36139319478926,101.36139319478926,101.36139319478926,101.90038733632005,102.25521469243719,103.72892049803548,103.72892049803548,103.72892049803548,101.36139319478931,103.72892049803555,103.63751201375142,109.37301553702224,100.0730422019793
2016-12-01,100.74938225550001,101.73717225390264,100.74938225549994,100.74938225549994,100.74938225549994,100.74938225549994,101.02083896961535,101.19580145725395,101.7371722539026,101.7371722539026,101.7371722539026,100.74938225550001,101.73717225390264,101.84700861470533,103.36988273146785,100.07441224958089
2016-12-02,100.82051631499192,101.88099379988242,100.82051631499185,100.82051631499185,100.82051631499185,100.82051631499185,101.12214013300816,101.31729630717601,101.88099379988236,101.88099379988236,101.88099379988236,100.82051631499192,101.88099379988242,102.04987353183863,103.78476779137216,100.07578231593908
2016-12-05,101.0959292404451,102.70520325840505,101.09592924044503,101.09592924044503,101.09592924044503,101.09592924044503,101.51615372495355,101.79073965084531,102.70520325840498,102.70520325840498,102.70520325840498,101.0959292404451,102.70520325840505,102.84369277279501,106.18094068837061,100.07719211366613
2016-12-06,101.18182408454703,102.96555818600208,101.18182408454697,101.18182408454697,101.18182408454697,101.18182408454697,101.6387578046376,101.93797570580882,102.96555818600204,102.96555818600204,102.96555818600204,101.18182408454703,102.96555818600208,103.09065875887033,106.94720799288777,100.07860193125344
2016-12-07,101.63117789836792,104.3046212257631,101.63117789836787,101.63117789836787,101.63117789836787,101.63117789836787,102.28297714150258,102.71302755170544,104.30462122576307,104.30462122576307,104.30462122576307,101.63117789836792,104.3046212257631,104.39605039955417,110.9182507091149,100.0800117687013
2016-12-08,101.69529877438912,104.5285982037379,101.69529877438907,101.69529877438907,101.69529877438907,101.69529877438907,102.37449615651748,102.82299827615287,104.52859820373787,104.52859820373787,104.52859820373787,101.69529877438912,104.5285982037379,104.58127488911066,111.59561407222401,100.08154076888107
2016-12-09,101.97545777163555,105.38594275850532,101.97545777163548,101.97545777163548,101.97545777163548,101.97545777163548,102.77674341350045,103.30750365539967,105.38594275850531,105.38594275850531,105.38594275850531,101.97545777163555,105.38594275850532,105.40155477143227,114.20769654121348,100.08303007752346
2016-12-12,101.81523969098092,104.87431411831642,101.81523969098085,101.81523969098085,101.81523969098085,101.81523969098085,102.54535406188134,103.02807044297941,104.87431411831642,104.87431411831642,104.87431411831642,101.81523969098092,104.87431411831642,104.92526322685842,112.62012615892651,100.08463855479259
2016-12-13,102.26556042928077,106.31034282499097,102.2655604292807,102.2655604292807,102.2655604292807,102.2655604292807,103.19262861124696,103.80814960475439,106.31034282499094,106.31034282499094,106.31034282499094,102.26556042928077,106.31034282499097,106.24829529511908,117.02298801913567,100.08612790953299
2016-12-14,102.19234485622466,106.03954320686823,102.19234485622457,102.19234485622457,102.19234485622457,102.19234485622457,103.08637599664765,103.6795522704307,106.03954320686822,106.03954320686822,106.03954320686822,102.19234485622466,106.03954320686823,106.02778995040897,116.16781677321042,100.08773643658868
