insurance_structure,cagr,sharpe_excess_bil,max_drawdown,insurance_net_pnl,insurance_pnl_during_panic,insurance_net_entry_debit
put_spread,0.10483847408734381,0.7262858394934959,-0.2479368100091207,-6703.2346394798205,2706.5323742601017,44824.56157100086
protective_put,0.10596531240123475,0.7392704065408933,-0.2478287800597968,484.25701661185667,13962.342175378973,61849.22149310151
