date,return_20,return_63,above_ma20,low_vxn,term_contango,above_ma200,return_252,breadth_concentration_20,breadth_concentration_63,rsi,up_day_share
2019-01-17,74.32539682539682,5.357142857142857,99.0,12.182539682539682,20.753968253968253,5.595238095238095,5.277777777777778,8.498349834983498,4.351687388987567,53.45238095238095,80.07936507936508
2019-01-18,96.23015873015873,6.5476190476190474,99.0,15.238095238095237,20.11904761904762,6.944444444444445,7.658730158730159,5.189456342668863,1.0,61.94444444444444,80.03968253968254
2019-01-22,94.88095238095238,6.865079365079365,91.94444444444444,9.523809523809524,7.658730158730159,4.246031746031746,3.0555555555555554,5.6743421052631575,1.1504424778761062,40.43650793650794,60.357142857142854
2019-01-23,99.0,7.5,88.45238095238095,10.595238095238095,14.246031746031745,4.404761904761905,2.261904761904762,41.13300492610838,2.0318021201413425,42.023809523809526,60.3968253968254
2019-01-24,99.0,7.738095238095238,88.76984126984127,12.341269841269842,16.785714285714285,5.198412698412699,2.0238095238095237,8.278688524590164,1.0,46.785714285714285,60.43650793650794
2019-01-25,97.81746031746032,10.119047619047619,96.38888888888889,15.793650793650794,26.626984126984127,7.182539682539683,4.484126984126984,2.0458265139116203,1.0,58.53174603174603,60.43650793650794
2019-01-28,94.72222222222223,17.023809523809526,75.5952380952381,12.420634920634921,16.071428571428573,5.198412698412699,2.6587301587301586,1.2254901960784315,1.0,43.13492063492063,60.43650793650794
2019-01-29,91.30952380952381,9.007936507936508,49.32539682539682,11.626984126984127,13.214285714285714,4.007936507936508,1.0714285714285714,1.0,1.0,34.24603174603175,60.3968253968254
2019-01-30,96.78571428571429,19.00793650793651,91.38888888888889,17.817460317460316,20.03968253968254,7.817460317460317,3.6904761904761907,1.5472312703583062,1.0,56.388888888888886,60.357142857142854
2019-01-31,97.89682539682539,39.48412698412698,97.73809523809524,21.30952380952381,26.23015873015873,10.277777777777779,8.531746031746032,2.3577235772357725,1.1363636363636365,68.13492063492063,80.07936507936508
2019-02-01,99.0,25.357142857142858,91.46825396825396,22.738095238095237,28.61111111111111,9.484126984126984,6.388888888888889,4.3019480519480515,3.5776614310645725,61.94444444444444,60.23809523809524
2019-02-04,97.57936507936508,21.150793650793652,97.18253968253968,23.293650793650794,29.325396825396826,12.420634920634921,10.753968253968255,4.781199351701783,1.132404181184669,70.51587301587301,60.198412698412696
2019-02-05,97.42063492063492,19.08730158730159,98.69047619047619,24.206349206349206,30.11904761904762,14.246031746031745,16.46825396825397,7.84789644012945,5.130434782608695,76.15079365079364,80.03968253968254
2019-02-06,95.27777777777777,23.214285714285715,96.38888888888889,22.896825396825395,30.99206349206349,13.373015873015873,22.976190476190474,9.450726978998384,8.246527777777779,71.62698412698413,60.07936507936508
2019-02-07,84.24603174603175,19.88095238095238,76.86507936507937,17.896825396825395,22.976190476190474,10.03968253968254,15.912698412698413,9.596774193548388,7.538994800693241,55.51587301587302,37.65873015873016
2019-02-08,82.81746031746032,17.896825396825395,75.1984126984127,22.182539682539684,30.674603174603174,10.436507936507937,18.53174603174603,12.962962962962964,7.352941176470588,56.785714285714285,37.61904761904762
2019-02-11,84.64285714285714,11.38888888888889,70.43650793650794,22.063492063492063,25.515873015873016,10.119047619047619,26.626984126984127,9.887459807073954,1.0,55.75396825396825,37.57936507936508
2019-02-12,96.07142857142857,15.753968253968255,89.56349206349206,28.134920634920636,28.373015873015873,13.84920634920635,26.46825396825397,12.279293739967898,1.293103448275862,69.72222222222223,60.03968253968254
2019-02-13,88.53174603174604,20.833333333333332,86.07142857142857,26.706349206349206,26.944444444444443,13.76984126984127,22.658730158730158,5.048076923076923,1.2908777969018932,69.72222222222223,60.03968253968254
2019-02-14,89.4047619047619,39.72222222222222,82.89682539682539,26.58730158730159,22.261904761904763,14.166666666666666,22.341269841269842,5.52,3.006872852233677,70.43650793650794,60.07936507936508
2019-02-15,87.18253968253968,42.976190476190474,87.26190476190476,34.72222222222222,33.69047619047619,15.753968253968255,19.8015873015873,6.789137380191693,5.4030874785591765,74.48412698412699,80.07936507936508
2019-02-19,80.1984126984127,51.30952380952381,86.54761904761905,31.666666666666668,33.76984126984127,16.071428571428573,16.865079365079364,9.01116427432217,5.565068493150685,75.91269841269842,80.11904761904762
2019-02-20,93.45238095238095,37.976190476190474,80.43650793650794,32.34126984126984,40.67460317460318,15.992063492063492,17.42063492063492,7.404458598726115,1.794871794871795,74.88095238095238,60.11904761904762
2019-02-21,91.15079365079364,37.42063492063492,68.2936507936508,30.91269841269841,37.8968253968254,14.484126984126984,16.46825396825397,4.6899841017488075,2.474402730375427,68.61111111111111,60.15873015873016
2019-02-22,91.94444444444444,68.61111111111111,77.73809523809524,44.32539682539682,46.07142857142857,16.865079365079364,18.452380952380953,12.46031746031746,9.965928449744464,76.30952380952381,80.31746031746032
2019-02-25,85.11904761904762,83.92857142857143,79.8015873015873,34.20634920634921,25.11904761904762,17.57936507936508,19.484126984126984,19.88906497622821,12.84013605442177,79.48412698412699,80.35714285714286
2019-02-26,93.53174603174604,79.8015873015873,76.38888888888889,31.706349206349206,24.08730158730159,17.738095238095237,15.198412698412698,43.43354430379747,21.137521222410864,80.51587301587301,93.45238095238095
2019-02-27,96.07142857142857,84.08730158730158,68.05555555555556,36.03174603174603,27.976190476190474,17.57936507936508,12.341269841269842,55.37124802527646,27.033898305084747,78.2936507936508,80.35714285714286
2019-02-28,80.9920634920635,64.48412698412699,56.785714285714285,41.666666666666664,28.134920634920636,16.944444444444443,13.928571428571429,30.36277602523659,23.096446700507613,72.57936507936508,60.15873015873016
2019-03-01,73.2936507936508,68.45238095238095,70.83333333333333,54.44444444444444,42.5,19.166666666666668,17.817460317460316,21.968503937007874,17.14527027027027,81.7063492063492,60.15873015873016
2019-03-04,78.45238095238095,44.404761904761905,65.75396825396825,38.73015873015873,29.72222222222222,19.00793650793651,21.46825396825397,31.99685534591195,11.720067453625632,81.46825396825396,37.53968253968254
2019-03-05,64.8015873015873,46.388888888888886,64.4047619047619,36.98412698412698,29.642857142857142,19.484126984126984,19.325396825396826,33.202511773940344,12.710437710437711,82.42063492063492,37.5
2019-03-06,47.8968253968254,36.94444444444444,49.404761904761905,30.714285714285715,20.753968253968253,17.341269841269842,15.595238095238095,47.5705329153605,14.201680672268907,67.73809523809524,37.46031746031746
2019-03-07,37.976190476190474,20.11904761904762,27.817460317460316,23.96825396825397,16.626984126984127,13.69047619047619,12.103174603174603,47.02660406885759,11.661073825503356,37.73809523809524,37.46031746031746
2019-03-08,52.57936507936508,43.13492063492063,24.325396825396826,26.26984126984127,21.46825396825397,13.373015873015873,11.547619047619047,65.234375,17.67169179229481,35.03968253968254,17.103174603174605
2019-03-11,74.64285714285714,54.48412698412698,58.92857142857143,52.53968253968254,37.8968253968254,20.1984126984127,14.087301587301587,75.27301092043682,17.809364548494983,69.4047619047619,17.103174603174605
2019-03-12,81.07142857142857,83.13492063492063,66.30952380952381,59.166666666666664,43.84920634920635,20.91269841269841,11.944444444444445,86.6822429906542,21.619365609348915,75.11904761904762,17.103174603174605
2019-03-13,71.94444444444444,81.30952380952381,78.13492063492063,63.69047619047619,45.67460317460318,22.341269841269842,12.5,87.0139968895801,15.583333333333334,83.37301587301587,37.42063492063492
2019-03-14,69.16666666666667,77.26190476190476,71.94444444444444,60.15873015873016,42.34126984126984,21.626984126984127,14.166666666666666,93.24534161490683,15.391014975041598,78.69047619047619,37.42063492063492
2019-03-15,79.16666666666667,77.10317460317461,83.2936507936508,67.81746031746032,52.976190476190474,25.515873015873016,17.42063492063492,82.09302325581395,10.382059800664452,87.42063492063492,37.38095238095238
2019-03-18,76.7063492063492,79.16666666666667,84.16666666666667,54.44444444444444,53.214285714285715,26.46825396825397,18.214285714285715,95.27863777089783,8.374792703150913,89.48412698412699,60.11904761904762
2019-03-19,78.69047619047619,96.62698412698413,86.7063492063492,47.817460317460316,47.26190476190476,27.57936507936508,19.166666666666668,98.84080370942813,20.281456953642383,91.46825396825396,60.07936507936508
2019-03-20,83.2936507936508,99.0,89.64285714285714,48.65079365079365,42.73809523809524,28.928571428571427,24.404761904761905,99.0,24.049586776859503,94.16666666666667,80.31746031746032
2019-03-21,94.4047619047619,99.0,97.65873015873017,49.24603174603175,43.84920634920635,40.51587301587302,27.103174603174605,99.0,20.379537953795378,97.65873015873017,93.41269841269842
2019-03-22,69.8015873015873,99.0,68.13492063492063,22.61904761904762,18.849206349206348,26.23015873015873,23.849206349206348,99.0,21.663920922570018,65.51587301587301,93.37301587301587
2019-03-25,64.48412698412699,99.0,61.46825396825397,24.642857142857142,22.182539682539684,25.753968253968253,28.849206349206348,98.84792626728111,20.476973684210527,62.65873015873016,80.11904761904762
2019-03-26,68.05555555555556,99.0,69.48412698412699,28.73015873015873,38.05555555555556,27.738095238095237,32.8968253968254,96.54907975460122,41.46141215106732,68.13492063492063,80.07936507936508
2019-03-27,62.8968253968254,99.0,52.57936507936508,28.214285714285715,34.08730158730159,25.03968253968254,26.30952380952381,93.7978560490046,21.065573770491802,55.992063492063494,59.642857142857146
2019-03-28,67.5,99.0,52.8968253968254,33.05555555555556,40.67460317460318,25.99206349206349,32.34126984126984,85.85626911314985,8.265139116202946,58.13492063492063,80.03968253968254
2019-03-29,67.65873015873017,99.0,67.18253968253968,48.76984126984127,49.166666666666664,29.00793650793651,35.595238095238095,88.01526717557252,11.84640522875817,69.16666666666667,80.0
2019-04-01,83.69047619047619,99.0,87.81746031746032,53.095238095238095,49.801587301587304,39.08730158730159,34.404761904761905,81.32621951219512,7.422512234910277,83.2936507936508,79.96031746031746
2019-04-02,85.1984126984127,99.0,88.21428571428571,52.817460317460316,52.976190476190474,40.91269841269841,40.51587301587302,79.07153729071537,8.713355048859935,85.5952380952381,79.92063492063492
2019-04-03,92.89682539682539,99.0,91.94444444444444,48.57142857142857,43.53174603174603,45.51587301587302,39.48412698412698,61.474164133738604,5.609756097560975,90.03968253968254,79.88095238095238
2019-04-04,96.30952380952381,99.0,86.78571428571429,47.023809523809526,44.32539682539682,44.801587301587304,36.785714285714285,60.925644916540215,13.230519480519481,88.84920634920636,59.24603174603175
2019-04-05,97.02380952380952,99.0,88.69047619047619,54.6031746031746,57.1031746031746,48.611111111111114,36.785714285714285,46.43939393939394,9.805510534846029,92.26190476190476,79.84126984126983
2019-04-08,92.73809523809524,99.0,88.05555555555556,46.54761904761905,51.15079365079365,51.388888888888886,42.976190476190474,38.04841149773071,14.805825242718447,93.84920634920636,93.33333333333333
2019-04-09,87.5,98.76984126984127,76.78571428571429,35.51587301587302,37.023809523809526,47.023809523809526,40.11904761904762,51.283987915407856,23.66720516962843,86.07142857142857,79.72222222222223
2019-04-10,85.51587301587301,98.53174603174604,81.94444444444444,47.26190476190476,50.27777777777778,52.34126984126984,37.023809523809526,38.83861236802413,25.56451612903226,90.9920634920635,93.2936507936508
2019-04-11,84.96031746031746,98.2936507936508,74.32539682539682,48.214285714285715,55.595238095238095,49.166666666666664,37.42063492063492,27.033132530120483,27.77777777777778,86.30952380952381,79.60317460317461
2019-04-12,81.46825396825396,98.76984126984127,78.21428571428571,60.27777777777778,70.67460317460318,53.53174603174603,36.46825396825397,36.46616541353384,25.643086816720256,90.5952380952381,79.56349206349206
2019-04-15,79.16666666666667,99.0,74.88095238095238,56.94444444444444,59.801587301587304,52.8968253968254,37.182539682539684,28.753753753753752,31.540930979133226,90.67460317460318,79.52380952380952
2019-04-16,79.24603174603175,98.13492063492063,77.42063492063492,57.38095238095238,63.84920634920635,55.992063492063494,36.62698412698413,22.563718140929534,23.958333333333332,93.13492063492063,79.48412698412699
2019-04-17,78.13492063492063,98.21428571428571,80.03968253968254,57.817460317460316,57.8968253968254,59.88095238095238,32.8968253968254,21.482035928143713,31.76,95.1984126984127,79.44444444444444
