strategy,asset,initial_nav,ending_nav,covered_call_net_pnl,cash_secured_put_net_pnl,insurance_net_pnl,assigned_inventory_net_pnl,execution_drag,call_premium_collected,csp_premium_collected,insurance_long_premium_paid,insurance_short_premium_collected,insurance_net_entry_debit,insurance_pnl_during_panic,call_intrinsic_cap_cost,covered_call_entry_groups,csp_entry_groups,insurance_entry_groups,call_assignments,csp_assignments,average_call_coverage,average_csp_collateral_weight,average_assigned_weight,proxy_iv_multiplier,proxy_spread_multiplier,insurance_structure
QQQ_PS_Only,QQQ,500000.0,1326011.7501310492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,1.0,1.0,protective_put
QQQ_v0_3_Insurance,QQQ,500000.0,1321765.5848344201,0.0,0.0,-9563.354488907009,0.0,2550.234173877133,0.0,0.0,52203.45496894951,0.0,52203.45496894951,16661.415285353767,0.0,0,0,23,0,0,0.0,0.0,0.0,1.0,1.0,protective_put
QQQ_v0_3_Full,QQQ,500000.0,1349643.756251817,473.12510045394765,19036.595702148625,-9698.459069264316,686.9132583333239,4058.675530419483,8646.55765805774,26298.57702433937,52858.17722050643,0.0,52858.17722050643,16526.310704996456,0.0,17,19,23,0,1,0.0036006201934590575,0.014523782097490124,0.0009654629726443206,1.0,1.0,protective_put
