date,strategy_name,asset,group_id,strategy_type,action,option_type,side,strike,expiry,contracts,spot,mid,bid,ask,execution_price,iv,delta,cash_flow,pnl,execution_drag,reason,candidate_id
2025-04-04,I014,QQQ,18,insurance,CLOSE,put,-1,412.0,2025-06-20,2,422.67,16.20026967212891,15.795262930325688,16.605276413932135,16.605276413932135,0.2949117377152452,-0.376729826939972,-3321.055282786427,-82.3013483606447,82.3013483606447,INSURANCE_PARTIAL_MONETIZATION,I014
2025-04-15,I014,QQQ,18,insurance,CLOSE,put,1,450.0,2025-06-20,1,457.99,26.441911165043564,25.780863385917474,27.102958944169654,25.780863385917474,0.41294595997059624,-0.4101572905620355,2578.0863385917473,-66.75477791260899,66.75477791260899,INSURANCE_PARTIAL_MONETIZATION,I014
2025-04-15,I014,QQQ,18,insurance,CLOSE,put,-1,412.0,2025-06-20,1,457.99,15.006301546388869,14.631144007729148,15.38145908504859,15.38145908504859,0.46302930423002275,-0.2512327962234185,-1538.145908504859,-38.1657538659721,38.1657538659721,INSURANCE_PARTIAL_MONETIZATION,I014
2025-06-10,I014,QQQ,18,insurance,CLOSE,put,1,450.0,2025-06-20,3,534.21,4.4464597483972156e-05,0.0,0.010044464597483971,0.0,0.24506477789633294,-9.535635321413638e-06,0.0,-1.9633393792451919,1.9633393792451919,INSURANCE_DTE_ROLL,I014
2025-06-10,I014,QQQ,18,insurance,CLOSE,put,-1,412.0,2025-06-20,3,534.21,5.355389558337906e-09,0.0,0.010000005355389559,0.010000005355389559,0.2662126410961982,-1.413008269792518e-09,-3.0000016066168675,-4.95,4.95,INSURANCE_DTE_ROLL,I014
2025-08-06,I014,QQQ,19,insurance,OPEN,put,1,532.0,2025-11-21,1,567.32,11.262942685486792,10.981369118349622,11.54451625262396,11.54451625262396,0.22938904553011774,-0.25094561832166407,-1154.451625262396,-28.807356713716906,28.807356713716906,INSURANCE_MODEL_ENTRY_PUT_SPREAD,I014
2025-08-06,I014,QQQ,19,insurance,OPEN,put,-1,485.0,2025-11-21,1,567.32,3.913182952100051,3.8153533782975497,4.011012525902553,3.8153533782975497,0.25546018483347627,-0.0994130316169515,381.53533782975495,-10.432957380250146,10.432957380250146,INSURANCE_MODEL_ENTRY_PUT_SPREAD,I014
2025-11-11,I014,QQQ,19,insurance,CLOSE,put,1,532.0,2025-11-21,1,621.57,0.0020150492581717805,0.0,0.01201504925817178,0.0,0.2757021695062503,-0.00027654310763756566,0.0,-0.8515049258171781,0.8515049258171781,INSURANCE_DTE_ROLL,I014
2025-11-11,I014,QQQ,19,insurance,CLOSE,put,-1,485.0,2025-11-21,1,621.57,1.5267171394177945e-06,0.0,0.010001526717139417,0.010001526717139417,0.3014150417491192,-2.6237940197453295e-07,-1.0001526717139417,-1.65,1.65,INSURANCE_DTE_ROLL,I014
2026-04-01,I014,QQQ,20,insurance,OPEN,put,1,546.0,2026-06-18,6,584.31,11.190156390598446,10.910402480833485,11.469910300363408,11.469910300363408,0.2622615199978884,-0.249043971243966,-6881.946180218045,-171.7523458589769,171.7523458589769,INSURANCE_MODEL_ENTRY_PUT_SPREAD,I014
2026-04-01,I014,QQQ,20,insurance,OPEN,put,-1,500.0,2026-06-18,6,584.31,3.950890441050568,3.852118180024304,4.049662702076832,3.852118180024304,0.29045838787191636,-0.10036776647056779,2311.2709080145823,-63.16335661575841,63.16335661575841,INSURANCE_MODEL_ENTRY_PUT_SPREAD,I014
2026-06-08,I014,QQQ,20,insurance,CLOSE,put,1,546.0,2026-06-18,6,716.07,3.069388107842597e-05,0.0,0.010030693881078426,0.0,0.3678169173404835,-3.4042559954311795e-06,0.0,-3.918416328647056,3.918416328647056,INSURANCE_DTE_ROLL,I014
2026-06-08,I014,QQQ,20,insurance,CLOSE,put,-1,500.0,2026-06-18,6,716.07,1.1130990460670644e-07,0.0,0.010000111309904606,0.010000111309904606,0.39394955800410575,-1.3880339810587695e-08,-6.000066785942764,-9.9,9.9,INSURANCE_DTE_ROLL,I014
2017-05-19,I015,QQQ,1,insurance,OPEN,put,1,131.0,2017-08-18,13,137.84,1.567721170466612,1.5285281412049467,1.6069141997282774,1.6069141997282774,0.15491447895620222,-0.23998560750666012,-2088.9884596467605,-59.40093804016495,59.40093804016495,INSURANCE_MODEL_ENTRY_PUT_SPREAD,I015
2017-05-19,I015,QQQ,1,insurance,OPEN,put,-1,125.0,2017-08-18,13,137.84,0.6031936800381068,0.5881138380371541,0.6182735220390595,0.5881138380371541,0.16432859313990122,-0.10719307871229418,764.5479894483003,-28.0537946012385,28.0537946012385,INSURANCE_MODEL_ENTRY_PUT_SPREAD,I015
2017-08-08,I015,QQQ,1,insurance,CLOSE,put,1,131.0,2017-08-18,13,144.31,0.00037922309550211114,0.0,0.010379223095502111,0.0,0.17337040052664401,-0.00035251971425331305,0.0,-8.942990024152746,8.942990024152746,INSURANCE_DTE_ROLL,I015
2017-08-08,I015,QQQ,1,insurance,CLOSE,put,-1,125.0,2017-08-18,13,144.31,8.189945214832103e-07,0.0,0.010000818994521484,0.010000818994521484,0.18286870279259926,-9.579889405193658e-07,-13.001064692877929,-21.450000000000003,21.450000000000003,INSURANCE_DTE_ROLL,I015
2017-08-16,I015,QQQ,2,insurance,OPEN,put,1,137.0,2017-11-17,13,144.28,1.6359083879971266,1.5950106782971984,1.6768060976970547,1.6768060976970547,0.15399168405436972,-0.23846754152976304,-2179.8479270061707,-61.617022609906556,61.617022609906556,INSURANCE_MODEL_ENTRY_PUT_SPREAD,I015
2017-08-16,I015,QQQ,2,insurance,OPEN,put,-1,130.0,2017-11-17,13,144.28,0.5612412689968362,0.5472102372719153,0.5752723007217572,0.5472102372719153,0.1644099358750584,-0.0963099863079094,711.3733084534899,-26.69034124239721,26.69034124239721,INSURANCE_MODEL_ENTRY_PUT_SPREAD,I015
2017-11-07,I015,QQQ,2,insurance,CLOSE,put,1,137.0,2017-11-17,13,153.88,8.157233712584831e-06,0.0,0.010008157233712584,0.0,0.1644335846113855,-9.094955392361101e-06,0.0,-8.46060440382636,8.46060440382636,INSURANCE_DTE_ROLL,I015
2017-11-07,I015,QQQ,2,insurance,CLOSE,put,-1,130.0,2017-11-17,13,153.88,1.5627905388137296e-09,0.0,0.01000000156279054,0.01000000156279054,0.17406836495970884,-2.1707067725592428e-09,-13.000002031627702,-21.450000000000003,21.450000000000003,INSURANCE_DTE_ROLL,I015
2018-01-31,I015,QQQ,3,insurance,OPEN,put,1,161.0,2018-04-20,11,169.4,2.152560800057728,2.0987467800562847,2.206374820059171,2.206374820059171,0.17674804813414044,-0.24869441200661946,-2427.012302065088,-66.34542200158752,66.34542200158752,INSURANCE_MODEL_ENTRY_PUT_SPREAD,I015
2018-01-31,I015,QQQ,3,insurance,OPEN,put,-1,152.0,2018-04-20,11,169.4,0.7245499292768756,0.7064361810449536,0.7426636775087975,0.7064361810449536,0.18985848027595856,-0.09876573534228274,777.079799149449,-27.075123055114105,27.075123055114105,INSURANCE_MODEL_ENTRY_PUT_SPREAD,I015
2018-02-05,I015,QQQ,3,insurance,CLOSE,put,1,161.0,2018-04-20,3,158.12,8.190108194655181,7.985355489788802,8.39486089952156,7.985355489788802,0.23710109002678986,-0.5402030939387124,2395.6066469366406,-63.37581145991386,63.37581145991386,INSURANCE_PARTIAL_MONETIZATION,I015
2018-02-05,I015,QQQ,3,insurance,CLOSE,put,-1,152.0,2018-04-20,3,158.12,4.260912102521921,4.154389299958873,4.367434905084969,4.367434905084969,0.25086650873692096,-0.3375090463786293,-1310.2304715254907,-33.90684076891441,33.90684076891441,INSURANCE_PARTIAL_MONETIZATION,I015
2018-02-14,I015,QQQ,3,insurance,CLOSE,put,1,161.0,2018-04-20,2,162.68,4.982013682235518,4.85746334017963,5.106564024291406,4.85746334017963,0.21652673883659612,-0.4300479073408139,971.492668035926,-26.210068411177556,26.210068411177556,INSURANCE_PARTIAL_MONETIZATION,I015
2018-02-14,I015,QQQ,3,insurance,CLOSE,put,-1,152.0,2018-04-20,2,162.68,2.209813836017858,2.154568490117412,2.2650591819183044,2.2650591819183044,0.23422111519430824,-0.22610507552780187,-453.01183638366086,-12.349069180089256,12.349069180089256,INSURANCE_PARTIAL_MONETIZATION,I015
2018-04-10,I015,QQQ,3,insurance,CLOSE,put,1,161.0,2018-04-20,6,161.21,2.9783235526760024,2.9038654638591024,3.0527816414929023,2.9038654638591024,0.2917793739601782,-0.47735236654522184,1742.3192783154616,-48.57485329013998,48.57485329013998,INSURANCE_DTE_ROLL,I015
2018-04-10,I015,QQQ,3,insurance,CLOSE,put,-1,152.0,2018-04-20,6,161.21,0.5302316944511354,0.516975902089857,0.5434874868124138,0.5434874868124138,0.31616582527398357,-0.12396427485927229,-326.09249208744825,-11.853475416767031,11.853475416767031,INSURANCE_DTE_ROLL,I015
2018-06-27,I015,QQQ,4,insurance,OPEN,put,1,160.0,2018-09-21,10,169.73,2.6072513392342245,2.542070055753369,2.67243262271508,2.67243262271508,0.20285454960433288,-0.24888469514385186,-2672.43262271508,-71.68128348085561,71.68128348085561,INSURANCE_MODEL_ENTRY_PUT_SPREAD,I015
2018-06-27,I015,QQQ,4,insurance,OPEN,put,-1,149.0,2018-09-21,10,169.73,0.8780361493028863,0.8560852455703142,0.8999870530354585,0.8560852455703142,0.22101323707739132,-0.09776232982302051,856.0852455703141,-28.450903732572137,28.450903732572137,INSURANCE_MODEL_ENTRY_PUT_SPREAD,I015
2018-09-11,I015,QQQ,4,insurance,CLOSE,put,1,160.0,2018-09-21,10,183.12,8.039544751949762e-05,0.0,0.010080395447519498,0.0,0.21206716906946266,-5.357423445170001e-05,0.0,-6.580395447519497,6.580395447519497,INSURANCE_DTE_ROLL,I015
2018-09-11,I015,QQQ,4,insurance,CLOSE,put,-1,149.0,2018-09-21,10,183.12,2.403274450253055e-08,0.0,0.010000024032744503,0.010000024032744503,0.22813286369593708,-2.0114908080469634e-08,-10.000024032744504,-16.5,16.5,INSURANCE_DTE_ROLL,I015
2019-03-11,I015,QQQ,5,insurance,OPEN,put,1,164.0,2019-06-21,12,174.73,3.020302350918371,2.9447947921454114,3.0958099096913303,3.0958099096913303,0.20766751851393783,-0.24948789793797627,-3714.9718916295965,-98.40907052755134,98.40907052755134,INSURANCE_MODEL_ENTRY_PUT_SPREAD,I015
2019-03-11,I015,QQQ,5,insurance,OPEN,put,-1,152.0,2019-06-21,12,174.73,1.0953044766057936,1.0679218646906488,1.1226870885209383,1.0679218646906488,0.22725622719074057,-0.10384963445133572,1281.5062376287785,-40.659134298173754,40.659134298173754,INSURANCE_MODEL_ENTRY_PUT_SPREAD,I015
2019-05-17,I015,QQQ,5,insurance,CLOSE,put,1,164.0,2019-06-21,6,183.04,0.2667042229372054,0.2567042229372054,0.2767042229372054,0.2567042229372054,0.22257136639785324,-0.04938557322978832,154.02253376232323,-9.900000000000006,9.900000000000006,INSURANCE_PARTIAL_MONETIZATION,I015
2019-05-17,I015,QQQ,5,insurance,CLOSE,put,-1,152.0,2019-06-21,6,183.04,0.02453409004301954,0.01453409004301954,0.03453409004301954,0.03453409004301954,0.2415046584354778,-0.005494625928727899,-20.720454025811726,-9.900000000000002,9.900000000000002,INSURANCE_PARTIAL_MONETIZATION,I015
2019-06-11,I015,QQQ,5,insurance,CLOSE,put,1,164.0,2019-06-21,6,183.4,0.0037208735258510983,0.0,0.013720873525851099,0.0,0.23428298800436204,-0.001789078824720522,0.0,-6.132524115510659,6.132524115510659,INSURANCE_DTE_ROLL,I015
2019-06-11,I015,QQQ,5,insurance,CLOSE,put,-1,152.0,2019-06-21,6,183.4,5.527506562571041e-06,0.0,0.010005527506562572,0.010005527506562572,0.25412813522355504,-3.4745453223730102e-06,-6.003316503937544,-9.9,9.9,INSURANCE_DTE_ROLL,I015
2019-08-02,I015,QQQ,6,insurance,OPEN,put,1,176.0,2019-10-18,7,187.35,2.872879319195384,2.8010573362154996,2.9447013021752686,2.9447013021752686,0.22034755862759503,-0.24322299253573215,-2061.290911522688,-54.82538808591916,54.82538808591916,INSURANCE_MODEL_ENTRY_PUT_SPREAD,I015
2019-08-02,I015,QQQ,6,insurance,OPEN,put,-1,164.0,2019-10-18,7,187.35,1.007101309579543,0.9819237768400544,1.0322788423190314,0.9819237768400544,0.23975431608470432,-0.09866002689998792,687.346643788038,-22.17427291764197,22.17427291764197,INSURANCE_MODEL_ENTRY_PUT_SPREAD,I015
2019-08-14,I015,QQQ,6,insurance,CLOSE,put,1,176.0,2019-10-18,3,182.76,4.307916687856434,4.2002187706600225,4.415614605052845,4.2002187706600225,0.24326991850038512,-0.3298463235068154,1260.065631198007,-34.25937515892336,34.25937515892336,INSURANCE_PARTIAL_MONETIZATION,I015
2019-08-14,I015,QQQ,6,insurance,CLOSE,put,-1,164.0,2019-10-18,3,182.76,1.6637685893586145,1.622174374624649,1.70536280409258,1.70536280409258,0.2659700664164397,-0.14897945487451844,-511.60884122777395,-14.42826442018962,14.42826442018962,INSURANCE_PARTIAL_MONETIZATION,I015
2019-10-08,I015,QQQ,6,insurance,CLOSE,put,1,176.0,2019-10-18,4,185.42,0.3753017232717397,0.3653017232717397,0.3853017232717397,0.3653017232717397,0.2518320569517851,-0.10065268788545707,146.1206893086959,-6.600000000000003,6.600000000000003,INSURANCE_DTE_ROLL,I015
2019-10-08,I015,QQQ,6,insurance,CLOSE,put,-1,164.0,2019-10-18,4,185.42,0.008210109046626557,0.0,0.01821010904662656,0.01821010904662656,0.27454805306870883,-0.003170205454297853,-7.284043618650624,-6.600000000000001,6.600000000000001,INSURANCE_DTE_ROLL,I015
2020-01-27,I015,QQQ,7,insurance,OPEN,put,1,205.0,2020-04-17,10,218.1,3.2908673765274514,3.2085956921142653,3.3731390609406375,3.3731390609406375,0.2106554310979129,-0.24406102534165564,-3373.139060940638,-88.77168441318611,88.77168441318611,INSURANCE_MODEL_ENTRY_PUT_SPREAD,I015
2020-01-27,I015,QQQ,7,insurance,OPEN,put,-1,191.0,2020-04-17,10,218.1,1.1222564670941395,1.094200055416786,1.150312878771493,1.094200055416786,0.2292622199646055,-0.09677309070482724,1094.200055416786,-34.556411677353395,34.556411677353395,INSURANCE_MODEL_ENTRY_PUT_SPREAD,I015
2020-02-27,I015,QQQ,7,insurance,CLOSE,put,1,205.0,2020-04-17,2,205.64,9.832771309925022,9.586952027176896,10.078590592673148,9.586952027176896,0.3389686166768062,-0.46132054958337715,1917.390405435379,-50.46385654962525,50.46385654962525,INSURANCE_PARTIAL_MONETIZATION,I015
2020-02-27,I015,QQQ,7,insurance,CLOSE,put,-1,191.0,2020-04-17,2,205.64,5.057894871110577,4.931447499332812,5.1843422428883414,5.1843422428883414,0.37342331633901793,-0.2703134782523378,-1036.8684485776682,-26.589474355552955,26.589474355552955,INSURANCE_PARTIAL_MONETIZATION,I015
2020-03-12,I015,QQQ,7,insurance,CLOSE,put,1,205.0,2020-04-17,3,177.32,32.691575237928504,31.87428585698029,33.508864618876714,31.87428585698029,0.623629526996555,-0.7399093329358275,9562.285757094087,-247.1368142844642,247.1368142844642,INSURANCE_PARTIAL_MONETIZATION,I015
2020-03-12,I015,QQQ,7,insurance,CLOSE,put,-1,191.0,2020-04-17,3,177.32,22.26564364282288,21.70900255175231,22.82228473389345,22.82228473389345,0.623629526996555,-0.6112200308102443,-6846.685420168036,-168.94232732117115,168.94232732117115,INSURANCE_PARTIAL_MONETIZATION,I015
2020-04-07,I015,QQQ,7,insurance,CLOSE,put,1,205.0,2020-04-17,5,196.4,15.973217934333434,15.573887485975098,16.372548382691768,15.573887485975098,0.8404344850634161,-0.5946430637208358,7786.943742987549,-202.9152241791681,202.9152241791681,INSURANCE_DTE_ROLL,I015
2020-04-07,I015,QQQ,7,insurance,CLOSE,put,-1,191.0,2020-04-17,5,196.4,8.703444574141841,8.485858459788295,8.921030688495387,8.921030688495387,0.8750959887752984,-0.3959446501172617,-4460.515344247693,-112.043057176773,112.043057176773,INSURANCE_DTE_ROLL,I015
2020-09-11,I015,QQQ,8,insurance,OPEN,put,1,243.0,2020-12-18,5,270.45,8.314582603273934,8.106718038192085,8.522447168355782,8.522447168355782,0.3562543854589807,-0.2525963869863692,-4261.223584177891,-107.18228254092435,107.18228254092435,INSURANCE_MODEL_ENTRY_PUT_SPREAD,I015
2020-09-11,I015,QQQ,8,insurance,OPEN,put,-1,210.0,2020-12-18,5,270.45,2.98617526067693,2.911520879160007,3.0608296421938532,2.911520879160007,0.412843529719613,-0.0994981768490754,1455.7604395800035,-40.57719075846158,40.57719075846158,INSURANCE_MODEL_ENTRY_PUT_SPREAD,I015
