date,strategy_name,asset,group_id,strategy_type,action,option_type,side,strike,expiry,contracts,spot,mid,bid,ask,execution_price,iv,delta,cash_flow,pnl,execution_drag,reason,assigned_shares,assigned_basis
2021-01-04,QQQ_v0_3_Full,QQQ,28,covered_call,CLOSE,call,-1.0,338.0,2021-02-19,2,309.31,3.8144722387692838,3.7191104328000515,3.909834044738516,3.909834044738516,0.2985406016510005,0.21474057644458716,-781.9668089477032,-20.372361193846455,20.372361193846455,CALL_STATE_EXIT,,
2021-01-05,QQQ_v0_3_Full,QQQ,29,cash_secured_put,OPEN,put,-1.0,284.0,2021-02-19,6,311.86,4.283828972694685,4.176733248377318,4.390924697012053,4.176733248377318,0.33540461890907475,-0.19791365891138749,2506.0399490263912,-68.15743459042028,68.15743459042028,CONDITIONAL_ENTRY_CSP,,
2021-01-08,QQQ_v0_3_Full,QQQ,30,covered_call,OPEN,call,-1.0,347.0,2021-02-19,2,319.03,3.322165916137031,3.2391117682336055,3.405220064040457,3.2391117682336055,0.2831259057342502,0.20244799660655674,647.8223536467211,-17.91082958068514,17.91082958068514,GREED_EXHAUSTION_COVERED_CALL,,
2021-01-11,QQQ_v0_3_Full,QQQ,30,covered_call,CLOSE,call,-1.0,347.0,2021-02-19,2,314.42,2.3092331786611737,2.251502349194644,2.3669640081277032,2.3669640081277032,0.2868065279967253,0.15611242946075465,-473.39280162554064,-12.846165893305905,12.846165893305905,CALL_STATE_EXIT,,
2021-01-20,QQQ_v0_3_Full,QQQ,29,cash_secured_put,CLOSE,put,-1.0,284.0,2021-02-19,6,323.77,0.9310374705237052,0.9077615337606126,0.9543134072867978,0.9543134072867978,0.3172608873583099,-0.06909262879920394,-572.5880443720787,-17.865562057855552,17.865562057855552,CSP_PROFIT_TARGET,,
2021-01-28,QQQ_v0_3_Full,QQQ,31,cash_secured_put,OPEN,put,-1.0,287.0,2021-03-19,6,321.32,5.538000846596354,5.3995508254314455,5.676450867761263,5.3995508254314455,0.3922262509251996,-0.19853655383965332,3239.730495258867,-86.97001269894521,86.97001269894521,CONDITIONAL_ENTRY_CSP,,
2021-01-28,QQQ_v0_3_Full,QQQ,32,covered_call,OPEN,call,-1.0,358.0,2021-03-19,2,321.32,4.111460124794924,4.008673621675051,4.214246627914797,4.008673621675051,0.32648626953354143,0.20048815105346293,801.7347243350102,-21.857300623974584,21.857300623974584,GREED_EXHAUSTION_COVERED_CALL,,
2021-01-29,QQQ_v0_3_Full,QQQ,32,covered_call,CLOSE,call,-1.0,358.0,2021-03-19,2,314.56,3.1819917682028276,3.102441973997757,3.2615415624078983,3.2615415624078983,0.3394360967549836,0.1626484588290195,-652.3083124815796,-17.20995884101414,17.20995884101414,CALL_STATE_EXIT,,
2021-02-03,QQQ_v0_3_Full,QQQ,33,insurance,OPEN,put,1.0,280.0,2021-05-21,3,326.38,8.240851337075767,8.034830053648873,8.446872620502662,8.446872620502662,0.37899163532846175,-0.19931831687174634,-2534.0617861507985,-63.75638502806826,63.75638502806826,INSURANCE_MODEL_ENTRY_PROTECTIVE_PUT,,
2021-02-09,QQQ_v0_3_Full,QQQ,31,cash_secured_put,CLOSE,put,-1.0,287.0,2021-03-19,6,333.51,1.2905752688969727,1.2583108871745483,1.3228396506193971,1.3228396506193971,0.33662003733883766,-0.07594642000839077,-793.7037903716382,-23.258629033454646,23.258629033454646,CSP_PROFIT_TARGET,,
2021-05-11,QQQ_v0_3_Full,QQQ,33,insurance,CLOSE,put,1.0,280.0,2021-05-21,3,325.31,0.018548922618640606,0.008548922618640606,0.02854892261864061,0.008548922618640606,0.3368061694998617,-0.003305741138809956,2.564676785592182,-4.95,4.95,INSURANCE_DTE_ROLL,,
2021-05-11,QQQ_v0_3_Full,QQQ,34,cash_secured_put,OPEN,put,-1.0,300.0,2021-06-18,6,325.31,3.895897498699867,3.79850006123237,3.9932949361673638,3.79850006123237,0.3158848832259521,-0.20025990159327536,2279.1000367394217,-62.33846248049811,62.33846248049811,CONDITIONAL_ENTRY_CSP,,
2021-05-19,QQQ_v0_3_Full,QQQ,35,insurance,OPEN,put,1.0,283.0,2021-08-20,4,322.59,6.6989776596441,6.531503218152998,6.866452101135203,6.866452101135203,0.3394741891054344,-0.19963384277565047,-2746.580840454081,-69.58977659644107,69.58977659644107,INSURANCE_MODEL_ENTRY_PROTECTIVE_PUT,,
2021-05-24,QQQ_v0_3_Full,QQQ,34,cash_secured_put,CLOSE,put,-1.0,300.0,2021-06-18,6,332.51,0.6301832116659831,0.6144286313743336,0.6459377919576327,0.6459377919576327,0.2609791885958317,-0.0623333455731023,-387.56267517457957,-13.352748174989733,13.352748174989733,CSP_PROFIT_TARGET,,
2021-08-10,QQQ_v0_3_Full,QQQ,35,insurance,CLOSE,put,1.0,283.0,2021-08-20,4,366.84,1.2416631446895386e-08,0.0,0.010000012416631447,0.0,0.2736666666666666,-4.502630957101785e-09,0.0,-2.6000049666525786,2.6000049666525786,INSURANCE_DTE_ROLL,,
2021-08-10,QQQ_v0_3_Full,QQQ,36,covered_call,OPEN,call,-1.0,385.0,2021-09-17,2,366.84,3.8364750515132044,3.7405631752253745,3.9323869278010344,3.7405631752253745,0.2184545129202182,0.25566785987707397,748.1126350450749,-20.482375257565987,20.482375257565987,GREED_EXHAUSTION_COVERED_CALL,,
2021-08-19,QQQ_v0_3_Full,QQQ,37,cash_secured_put,OPEN,put,-1.0,343.0,2021-09-17,5,363.96,2.955945801562308,2.8820471565232504,3.0298444466013654,2.8820471565232504,0.2555173095944609,-0.19619005623880637,1441.023578261625,-40.199322519528764,40.199322519528764,CONDITIONAL_ENTRY_CSP,,
2021-08-20,QQQ_v0_3_Full,QQQ,36,covered_call,CLOSE,call,-1.0,385.0,2021-09-17,2,367.73,2.5569548214087945,2.4930309508735746,2.6208786919440143,2.6208786919440143,0.20674550702961414,0.21809209401439528,-524.1757383888029,-14.084774107043973,14.084774107043973,CALL_STATE_EXIT,,
